site_id,month,date,latitude,longitude,distance_to_shore_km,exposure,turbidity,cyclone_frequency,depth_mean_m,observed_same_month_hotspot_like,observed_same_month_dhw_like,observed_percent_bleaching,label_quality_score,source_count,has_conflict_history,has_derived_label_input,observed_record_count,observed_rows_in_month,observed_dates_in_month,country_name,ecoregion_name,target_bleaching_event,observed_severity_category,target_is_direct_observation,target_is_binary_derivation,target_eligible,coverage_warning,month_sin,month_cos,weekly_history_dates,hotspot_like,dhw_like,weekly_anchor_date,days_since_anchor_monday,weekly_history_weeks_available,weekly_expected_history_weeks,weekly_missing_fraction_12w,weekly_history_span_days,weekly_missing_internal_weeks,hotspot_like_lag_1w,dhw_like_lag_1w,hotspot_like_lag_2w,dhw_like_lag_2w,hotspot_like_lag_4w,dhw_like_lag_4w,hotspot_like_lag_8w,dhw_like_lag_8w,hotspot_like_mean_4w,hotspot_like_max_4w,hotspot_like_min_4w,hotspot_like_trend_4w,hotspot_like_positive_weeks_4w,dhw_like_mean_4w,dhw_like_max_4w,dhw_like_min_4w,dhw_like_trend_4w,dhw_like_positive_weeks_4w,dhw_like_alert_weeks_4w,hotspot_like_mean_8w,hotspot_like_max_8w,hotspot_like_min_8w,hotspot_like_trend_8w,hotspot_like_positive_weeks_8w,dhw_like_mean_8w,dhw_like_max_8w,dhw_like_min_8w,dhw_like_trend_8w,dhw_like_positive_weeks_8w,dhw_like_alert_weeks_8w,hotspot_like_mean_12w,hotspot_like_max_12w,hotspot_like_min_12w,hotspot_like_trend_12w,hotspot_like_positive_weeks_12w,dhw_like_mean_12w,dhw_like_max_12w,dhw_like_min_12w,dhw_like_trend_12w,dhw_like_positive_weeks_12w,dhw_like_alert_weeks_12w,weekly_feature_ready,split
3462,2017-02,2017-02-14,18.1029,-63.0161,74.57,Sheltered,0.0432,77.14,3.0,-2.32,0.0,0.0,0.87,1,False,False,2,1,1,France,Hispaniola Puerto Rico and Lesser Antilles,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2016-11-28', '2016-12-05', '2016-12-12', '2016-12-19', '2016-12-26', '2017-01-02', '2017-01-09', '2017-01-16', '2017-01-23', '2017-01-30', '2017-02-06', '2017-02-13']",-1.96,0.0,2017-02-13,1.0,12.0,12.0,0.0,77.0,0.0,-1.82,0.0,-2.04,0.0,-1.85,0.44,-0.62,1.72,-1.9475,-1.82,-2.04,0.025000000000000196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.725,-1.05,-2.04,-0.11095238095238105,0.0,0.54,1.56,0.0,-0.25523809523809504,4.0,0.0,-1.1975,0.21,-2.04,-0.21891608391608386,1.0,1.2333333333333334,2.97,0.0,-0.32132867132867116,8.0,0.0,True,test
3462,2017-12,2017-12-05,18.1029,-63.0161,74.57,Sheltered,0.0432,77.14,3.0,0.65,0.0,0.25,0.87,1,False,False,2,1,1,France,Hispaniola Puerto Rico and Lesser Antilles,1,mild,True,False,True,,-0.5000000000000004,0.8660254037844384,"['2017-09-18', '2017-09-25', '2017-10-02', '2017-10-09', '2017-10-16', '2017-10-23', '2017-10-30', '2017-11-06', '2017-11-13', '2017-11-20', '2017-11-27', '2017-12-04']",-0.11,0.0,2017-12-04,1.0,12.0,12.0,0.0,77.0,0.0,0.03,0.31,0.21,1.09,0.09,1.25,0.12,1.25,0.0275,0.21,-0.11,-0.04500000000000001,2.0,0.6625,1.25,0.0,-0.4530000000000003,3.0,0.0,0.1075,0.32,-0.11,-0.04238095238095235,6.0,0.95625,1.25,0.0,-0.1658333333333332,7.0,0.0,0.14583333333333331,0.4,-0.11,-0.029055944055944048,10.0,1.0541666666666667,1.25,0.0,-0.08157342657342649,11.0,0.0,True,test
3463,2016-02,2016-02-05,18.1184,-63.0566,423.97,Sheltered,0.0601,77.14,10.0,-2.37,0.0,0.0,0.87,1,False,False,2,1,1,France,Hispaniola Puerto Rico and Lesser Antilles,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2015-11-16', '2015-11-23', '2015-11-30', '2015-12-07', '2015-12-14', '2015-12-21', '2015-12-28', '2016-01-04', '2016-01-11', '2016-01-18', '2016-01-25', '2016-02-01']",-1.95,0.0,2016-02-01,4.0,12.0,12.0,0.0,77.0,0.0,-1.47,0.0,-1.68,0.0,-1.72,0.73,-0.66,2.65,-1.67,-1.47,-1.95,-0.0899999999999997,0.0,0.145,0.58,0.0,-0.1740000000000001,1.0,0.0,-1.50375,-0.88,-1.95,-0.10678571428571426,0.0,0.81125,2.65,0.0,-0.3558333333333333,5.0,0.0,-1.0941666666666665,0.13,-1.95,-0.1784265734265734,1.0,1.4491666666666667,2.8000000000000003,0.0,-0.3207342657342657,9.0,0.0,True,validation
3463,2017-02,2017-02-15,18.1184,-63.0566,423.97,Sheltered,0.0601,77.14,10.0,-2.11,0.0,0.0,0.87,1,False,False,2,1,1,France,Hispaniola Puerto Rico and Lesser Antilles,0,none,True,False,True,,0.49999999999999994,0.8660254037844387,"['2016-11-28', '2016-12-05', '2016-12-12', '2016-12-19', '2016-12-26', '2017-01-02', '2017-01-09', '2017-01-16', '2017-01-23', '2017-01-30', '2017-02-06', '2017-02-13']",-1.94,0.0,2017-02-13,2.0,12.0,12.0,0.0,77.0,0.0,-1.85,0.0,-2.05,0.0,-1.8900000000000001,0.44,-0.68,1.56,-1.9625,-1.85,-2.05,0.04100000000000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.745,-1.05,-2.05,-0.1085714285714287,0.0,0.5,1.4000000000000001,0.0,-0.23238095238095235,4.0,0.0,-1.2233333333333334,0.18,-2.05,-0.21657342657342651,1.0,1.0783333333333334,2.5100000000000002,0.0,-0.2728671328671329,8.0,0.0,True,test
3463,2017-12,2017-12-05,18.1184,-63.0566,423.97,Sheltered,0.0601,77.14,10.0,0.01,0.0,0.0,0.87,1,False,False,2,1,1,France,Hispaniola Puerto Rico and Lesser Antilles,0,none,True,False,True,,-0.5000000000000004,0.8660254037844384,"['2017-09-18', '2017-09-25', '2017-10-02', '2017-10-09', '2017-10-16', '2017-10-23', '2017-10-30', '2017-11-06', '2017-11-13', '2017-11-20', '2017-11-27', '2017-12-04']",-0.09,0.0,2017-12-04,1.0,12.0,12.0,0.0,77.0,0.0,0.01,0.31,0.24,1.09,0.11,1.25,0.14,1.25,0.0375,0.24,-0.09,-0.04700000000000001,2.0,0.6625,1.25,0.0,-0.4530000000000003,3.0,0.0,0.12625,0.33,-0.09,-0.04511904761904758,6.0,0.95625,1.25,0.0,-0.1658333333333332,7.0,0.0,0.16916666666666666,0.48,-0.09,-0.03213286713286712,10.0,1.0541666666666667,1.25,0.0,-0.08157342657342649,11.0,0.0,True,test
3467,1991-03,1991-03-15,-17.575,-149.7833,1431.62,Exposed,0.0262,51.2,14.0,1.29,0.26,50.7,0.87,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,severe,True,False,True,,0.8660254037844386,0.5000000000000001,"['1990-12-24', '1990-12-31', '1991-01-07', '1991-01-14', '1991-01-21', '1991-01-28', '1991-02-04', '1991-02-11', '1991-02-18', '1991-02-25', '1991-03-04', '1991-03-11']",0.54,1.1500000000000001,1991-03-11,4.0,12.0,12.0,0.0,77.0,0.0,0.43,1.1500000000000001,0.44,0.48,1.3,0.19,-0.87,0.0,0.355,0.54,0.01,0.158,4.0,0.8150000000000002,1.1500000000000001,0.48,0.268,4.0,0.0,0.23,1.3,-0.37,0.1259523809523809,5.0,0.43125,1.1500000000000001,0.0,0.18488095238095234,5.0,0.0,-0.215,1.3,-1.8800000000000001,0.19517482517482507,5.0,0.28750000000000003,1.1500000000000001,0.0,0.10255244755244752,5.0,0.0,True,train
3467,1994-04,1994-04-15,-17.575,-149.7833,1431.62,Exposed,0.0262,51.2,,-0.11,0.93,72.38,0.82,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,severe,True,False,True,,1.0,6.123233995736766e-17,"['1994-01-24', '1994-01-31', '1994-02-07', '1994-02-14', '1994-02-21', '1994-02-28', '1994-03-07', '1994-03-14', '1994-03-21', '1994-03-28', '1994-04-04', '1994-04-11']",-0.3,2.85,1994-04-11,4.0,12.0,12.0,0.0,77.0,0.0,0.67,2.85,0.92,2.37,0.8,1.74,0.68,0.0,0.6025,1.12,-0.3,-0.4510000000000002,3.0,2.4925,2.85,1.9000000000000001,0.33299999999999974,4.0,0.0,0.6275000000000001,1.12,-0.3,-0.06428571428571428,7.0,1.90125,2.85,0.54,0.3139285714285714,8.0,0.0,0.5258333333333334,1.12,-0.3,0.020734265734265754,11.0,1.2675,2.85,0.0,0.3049300699300699,8.0,0.0,True,train
3467,1996-02,1996-02-15,-17.575,-149.7833,1431.62,Exposed,0.0262,51.2,9.0,-0.61,0.0,27.0,0.87,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,moderate,True,False,True,,0.49999999999999994,0.8660254037844387,"['1995-11-27', '1995-12-04', '1995-12-11', '1995-12-18', '1995-12-25', '1996-01-01', '1996-01-08', '1996-01-15', '1996-01-22', '1996-01-29', '1996-02-05', '1996-02-12']",-0.18,0.0,1996-02-12,3.0,12.0,12.0,0.0,77.0,0.0,0.41000000000000003,0.0,-0.63,0.0,-1.16,0.0,-1.74,0.0,-0.29000000000000004,0.41000000000000003,-0.76,0.27800000000000014,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8175,0.41000000000000003,-1.68,0.2490476190476189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0374999999999999,0.41000000000000003,-1.74,0.14639860139860134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3468,2006-10,2006-10-05,-17.498,-149.7562,42.27,Sheltered,0.0274,51.3,2.0,-2.05,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,-1.0,-1.8369701987210297e-16,"['2006-07-17', '2006-07-24', '2006-07-31', '2006-08-07', '2006-08-14', '2006-08-21', '2006-08-28', '2006-09-04', '2006-09-11', '2006-09-18', '2006-09-25', '2006-10-02']",-1.55,0.0,2006-10-02,3.0,12.0,12.0,0.0,77.0,0.0,-1.8800000000000001,0.0,-2.31,0.0,-2.36,0.0,-2.06,0.0,-2.0100000000000002,-1.55,-2.31,0.26800000000000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1775,-1.55,-2.48,0.09023809523809508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0325,-1.55,-2.48,-0.027097902097902193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3468,2007-11,2007-11-20,-17.498,-149.7562,42.27,Sheltered,0.0274,51.3,2.0,-1.76,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2007-09-03', '2007-09-10', '2007-09-17', '2007-09-24', '2007-10-01', '2007-10-08', '2007-10-15', '2007-10-22', '2007-10-29', '2007-11-05', '2007-11-12', '2007-11-19']",-1.54,0.0,2007-11-19,1.0,12.0,12.0,0.0,77.0,0.0,-1.31,0.0,-1.17,0.0,-1.53,0.0,-1.95,0.0,-1.4175000000000002,-1.17,-1.6500000000000001,0.019000000000000315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.59875,-1.17,-2.07,0.07535714285714282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6816666666666664,-1.17,-2.07,0.04566433566433565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3468,2016-03,2016-03-13,-17.498,-149.7562,42.27,Sheltered,0.0274,51.3,1.0,1.05,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,0.8660254037844386,0.5000000000000001,"['2015-12-21', '2015-12-28', '2016-01-04', '2016-01-11', '2016-01-18', '2016-01-25', '2016-02-01', '2016-02-08', '2016-02-15', '2016-02-22', '2016-02-29', '2016-03-07']",-0.18,0.0,2016-03-07,6.0,12.0,12.0,0.0,77.0,0.0,-0.16,0.0,-0.18,0.0,0.03,0.0,0.05,0.0,-0.029999999999999992,0.4,-0.18,-0.17200000000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17625,0.4,-0.56,0.0439285714285714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24416666666666673,0.4,-0.73,0.043601398601398604,3.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
3468,2017-04,2017-04-30,-17.498,-149.7562,42.27,Sheltered,0.0274,51.3,1.5,0.37,0.75,0.75,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,1,mild,True,False,True,,1.0,6.123233995736766e-17,"['2017-02-06', '2017-02-13', '2017-02-20', '2017-02-27', '2017-03-06', '2017-03-13', '2017-03-20', '2017-03-27', '2017-04-03', '2017-04-10', '2017-04-17', '2017-04-24']",0.05,0.0,2017-04-24,6.0,12.0,12.0,0.0,77.0,0.0,0.29,0.0,0.4,0.0,0.54,0.0,0.71,0.0,0.35000000000000003,0.66,0.05,-0.19400000000000006,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44875,0.66,0.05,-0.06154761904761904,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,0.71,0.05,-0.017902097902097854,12.0,0.0,0.0,0.0,0.0,0.0,0.0,True,test
3468,2017-11,2017-11-18,-17.498,-149.7562,42.27,Sheltered,0.0274,51.3,2.0,-1.46,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2017-08-28', '2017-09-04', '2017-09-11', '2017-09-18', '2017-09-25', '2017-10-02', '2017-10-09', '2017-10-16', '2017-10-23', '2017-10-30', '2017-11-06', '2017-11-13']",-1.04,0.0,2017-11-13,5.0,12.0,12.0,0.0,77.0,0.0,-1.1400000000000001,0.0,-1.83,0.0,-2.49,0.0,-2.36,0.0,-1.53,-1.04,-2.11,0.39000000000000046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9100000000000001,-1.04,-2.49,0.17071428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0191666666666666,-1.04,-2.49,0.08709790209790197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,test
3469,2015-06,2015-06-26,-17.4849,-149.8399,991.24,Sheltered,0.0293,51.3,2.1,-2.22,0.0,0.25,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,1,mild,True,False,True,,0.49999999999999994,-0.8660254037844387,"['2015-04-06', '2015-04-13', '2015-04-20', '2015-04-27', '2015-05-04', '2015-05-11', '2015-05-18', '2015-05-25', '2015-06-01', '2015-06-08', '2015-06-15', '2015-06-22']",-1.12,0.0,2015-06-22,4.0,12.0,12.0,0.0,77.0,0.0,-0.86,0.0,-0.5,0.0,-0.2,0.0,-0.21,0.0,-0.735,-0.46,-1.12,-0.23399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46,-0.03,-1.12,-0.14142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.275,0.36,-1.12,-0.10937062937062936,3.0,0.02666666666666667,0.32,0.0,-0.012307692307692311,1.0,0.0,True,validation
3469,2016-04,2016-04-01,-17.4849,-149.8399,991.24,Sheltered,0.0293,51.3,2.1,1.97,1.06,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2016-01-11', '2016-01-18', '2016-01-25', '2016-02-01', '2016-02-08', '2016-02-15', '2016-02-22', '2016-02-29', '2016-03-07', '2016-03-14', '2016-03-21', '2016-03-28']",1.08,0.15,2016-03-28,4.0,12.0,12.0,0.0,77.0,0.0,0.76,0.0,0.32,0.0,-0.14,0.0,-0.52,0.0,0.5,1.08,-0.16,0.41600000000000004,3.0,0.0375,0.15,0.0,0.045,1.0,0.0,0.27,1.08,-0.16,0.1245238095238095,5.0,0.01875,0.15,0.0,0.012499999999999997,1.0,0.0,0.08583333333333333,1.08,-0.55,0.09052447552447548,6.0,0.012499999999999999,0.15,0.0,0.005769230769230767,1.0,0.0,True,validation
3469,2016-12,2016-12-14,-17.4849,-149.8399,991.24,Sheltered,0.0293,51.3,2.0,-0.51,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,-0.5000000000000004,0.8660254037844384,"['2016-09-26', '2016-10-03', '2016-10-10', '2016-10-17', '2016-10-24', '2016-10-31', '2016-11-07', '2016-11-14', '2016-11-21', '2016-11-28', '2016-12-05', '2016-12-12']",0.71,0.0,2016-12-12,2.0,12.0,12.0,0.0,77.0,0.0,-0.4,0.0,-0.5700000000000001,0.0,-0.64,0.0,-0.97,0.0,-0.27,0.71,-0.8200000000000001,0.4760000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51625,0.71,-0.88,0.1539285714285714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7008333333333333,0.71,-1.36,0.10737762237762233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,validation
3469,2017-11,2017-11-18,-17.4849,-149.8399,991.24,Sheltered,0.0293,51.3,2.0,-2.1,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,-0.8660254037844386,0.5000000000000001,"['2017-08-28', '2017-09-04', '2017-09-11', '2017-09-18', '2017-09-25', '2017-10-02', '2017-10-09', '2017-10-16', '2017-10-23', '2017-10-30', '2017-11-06', '2017-11-13']",-1.01,0.0,2017-11-13,5.0,12.0,12.0,0.0,77.0,0.0,-1.18,0.0,-1.84,0.0,-2.5,0.0,-2.35,0.0,-1.5299999999999998,-1.01,-2.09,0.3900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89875,-1.01,-2.5,0.16511904761904753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.006666666666667,-1.01,-2.5,0.08482517482517472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,test
3470,2006-04,2006-04-19,-17.4708,-149.9011,1996.68,Exposed,0.027,51.3,12.0,-0.46,0.0,0.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,0,none,True,False,True,,1.0,6.123233995736766e-17,"['2006-01-30', '2006-02-06', '2006-02-13', '2006-02-20', '2006-02-27', '2006-03-06', '2006-03-13', '2006-03-20', '2006-03-27', '2006-04-03', '2006-04-10', '2006-04-17']",0.24,0.0,2006-04-17,2.0,12.0,12.0,0.0,77.0,0.0,0.63,0.0,0.53,0.0,0.68,0.0,0.2,0.0,0.44,0.63,0.24,-0.02600000000000007,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43000000000000005,0.68,0.14,0.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31750000000000006,0.68,-0.15,0.046258741258741264,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3472,2005-07,2005-07-26,-16.5247,-145.4687,31.41,Sheltered,0.0519,34.47,7.0,-1.78,0.0,0.625,0.77,1,True,False,4,1,1,French Polynesia,Society Islands French Polynesia,1,mild,True,False,True,Multiple raw rows for the same site-date disagreed and were averaged.,1.2246467991473532e-16,-1.0,"['2005-05-09', '2005-05-16', '2005-05-23', '2005-05-30', '2005-06-06', '2005-06-13', '2005-06-20', '2005-06-27', '2005-07-04', '2005-07-11', '2005-07-18', '2005-07-25']",-1.82,0.0,2005-07-25,1.0,12.0,12.0,0.0,77.0,0.0,-1.71,0.0,-1.6,0.0,-1.59,0.0,-1.54,0.0,-1.71,-1.6,-1.82,-0.043999999999999755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5975,-1.3900000000000001,-1.82,-0.0538095238095239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.38,-0.59,-1.82,-0.09979020979020983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3473,2005-07,2005-07-21,-16.0752,-145.6445,3189.02,Sheltered,0.0541,45.66,6.0,-1.28,0.0,1.25,0.87,1,False,False,4,1,1,French Polynesia,Society Islands French Polynesia,1,mild,True,False,True,,1.2246467991473532e-16,-1.0,"['2005-05-02', '2005-05-09', '2005-05-16', '2005-05-23', '2005-05-30', '2005-06-06', '2005-06-13', '2005-06-20', '2005-06-27', '2005-07-04', '2005-07-11', '2005-07-18']",-1.4000000000000001,0.0,2005-07-18,3.0,12.0,12.0,0.0,77.0,0.0,-1.22,0.0,-1.27,0.0,-1.23,0.0,-0.9500000000000001,0.0,-1.2925,-1.22,-1.4000000000000001,-0.030999999999999896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32375,-1.22,-1.55,0.009880952380952386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,0.12,-1.55,-0.11006993006993009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3474,2005-07,2005-07-18,-16.0612,-145.6215,379.02,Sheltered,0.0267,45.66,6.5,-1.76,0.0,0.02,0.87,1,False,False,4,1,1,French Polynesia,Society Islands French Polynesia,1,mild,True,False,True,,1.2246467991473532e-16,-1.0,"['2005-05-02', '2005-05-09', '2005-05-16', '2005-05-23', '2005-05-30', '2005-06-06', '2005-06-13', '2005-06-20', '2005-06-27', '2005-07-04', '2005-07-11', '2005-07-18']",-1.4000000000000001,0.0,2005-07-18,0.0,12.0,12.0,0.0,77.0,0.0,-1.22,0.0,-1.27,0.0,-1.23,0.0,-0.9500000000000001,0.0,-1.2925,-1.22,-1.4000000000000001,-0.030999999999999896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32375,-1.22,-1.55,0.009880952380952386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,0.12,-1.55,-0.11006993006993009,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3479,1994-03,1994-03-15,-17.5167,-149.5333,729.74,Sheltered,0.0497,44.78,8.0,0.23,0.0,42.0,0.87,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,severe,True,False,True,,0.8660254037844386,0.5000000000000001,"['1993-12-27', '1994-01-03', '1994-01-10', '1994-01-17', '1994-01-24', '1994-01-31', '1994-02-07', '1994-02-14', '1994-02-21', '1994-02-28', '1994-03-07', '1994-03-14']",0.7000000000000001,1.44,1994-03-14,1.0,12.0,12.0,0.0,77.0,0.0,0.23,1.44,0.76,0.97,0.64,0.0,-0.12,0.0,0.5625,0.76,0.23,-0.011000000000000107,4.0,1.0825,1.44,0.48,0.3349999999999999,4.0,0.0,0.42125,0.76,0.05,0.07059523809523809,8.0,0.54125,1.44,0.0,0.2460714285714285,4.0,0.0,0.18500000000000003,0.76,-0.6,0.09937062937062933,8.0,0.36083333333333334,1.44,0.0,0.13283216783216778,4.0,0.0,True,train
3491,2002-04,2002-04-15,-17.644,-149.237,7209.53,Exposed,0.0264,46.46,2.0,0.67,4.42,2.5,0.87,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,mild,True,False,True,,1.0,6.123233995736766e-17,"['2002-01-28', '2002-02-04', '2002-02-11', '2002-02-18', '2002-02-25', '2002-03-04', '2002-03-11', '2002-03-18', '2002-03-25', '2002-04-01', '2002-04-08', '2002-04-15']",0.58,0.0,2002-04-15,0.0,12.0,12.0,0.0,77.0,0.0,0.37,0.0,0.5,0.0,0.6900000000000001,0.0,0.37,0.0,0.5225000000000001,0.64,0.37,-0.03100000000000015,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44375,0.6900000000000001,0.02,0.0344047619047619,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3441666666666667,0.6900000000000001,-0.06,0.048006993006993,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3492,2002-04,2002-04-15,-17.455,-149.075,28391.87,Exposed,0.0242,48.87,,-0.71,1.33,20.0,0.82,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,moderate,True,False,True,,1.0,6.123233995736766e-17,"['2002-01-28', '2002-02-04', '2002-02-11', '2002-02-18', '2002-02-25', '2002-03-04', '2002-03-11', '2002-03-18', '2002-03-25', '2002-04-01', '2002-04-08', '2002-04-15']",0.54,0.0,2002-04-15,0.0,12.0,12.0,0.0,77.0,0.0,0.32,0.0,0.49,0.0,0.61,0.0,0.39,0.0,0.47750000000000004,0.56,0.32,-0.023000000000000135,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43500000000000005,0.61,0.05,0.016428571428571438,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3283333333333333,0.61,-0.12,0.046013986013986014,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3493,2002-04,2002-04-15,-17.625,-149.263,4186.99,Exposed,0.027,46.46,2.0,0.67,4.42,20.0,0.87,1,False,False,2,1,1,French Polynesia,Society Islands French Polynesia,1,moderate,True,False,True,,1.0,6.123233995736766e-17,"['2002-01-28', '2002-02-04', '2002-02-11', '2002-02-18', '2002-02-25', '2002-03-04', '2002-03-11', '2002-03-18', '2002-03-25', '2002-04-01', '2002-04-08', '2002-04-15']",0.58,0.0,2002-04-15,0.0,12.0,12.0,0.0,77.0,0.0,0.38,0.0,0.51,0.0,0.73,0.0,0.37,0.0,0.5275,0.64,0.38,-0.03100000000000006,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45125,0.73,0.02,0.034880952380952394,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.73,-0.05,0.0486013986013986,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
3494,2007-04,2007-04-15,-17.5156,-149.9194,570.02,Sheltered,0.0255,51.2,,-0.58,0.0,23.35,0.82,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,moderate,True,False,True,,1.0,6.123233995736766e-17,"['2007-01-22', '2007-01-29', '2007-02-05', '2007-02-12', '2007-02-19', '2007-02-26', '2007-03-05', '2007-03-12', '2007-03-19', '2007-03-26', '2007-04-02', '2007-04-09']",0.47000000000000003,0.62,2007-04-09,6.0,12.0,12.0,0.0,77.0,0.0,0.44,0.62,0.56,0.62,0.55,0.62,0.01,0.0,0.5800000000000001,0.85,0.44,-0.12600000000000017,4.0,0.62,0.62,0.62,-6.373917161693804e-17,4.0,0.0,0.7025,1.06,0.44,-0.07642857142857132,8.0,0.48375,0.62,0.0,0.07964285714285711,7.0,0.0,0.3725,1.06,-0.6,0.0963986013986014,9.0,0.3225,0.62,0.0,0.0775174825174825,7.0,0.0,True,train
3495,2002-04,2002-04-15,-17.4843,-149.9015,150.79,Sheltered,0.027,51.3,,0.71,4.25,28.85,0.82,1,False,False,1,1,1,French Polynesia,Society Islands French Polynesia,1,moderate,True,False,True,,1.0,6.123233995736766e-17,"['2002-01-28', '2002-02-04', '2002-02-11', '2002-02-18', '2002-02-25', '2002-03-04', '2002-03-11', '2002-03-18', '2002-03-25', '2002-04-01', '2002-04-08', '2002-04-15']",0.68,0.0,2002-04-15,0.0,12.0,12.0,0.0,77.0,0.0,0.5,0.0,0.52,0.0,0.96,0.0,0.39,0.0,0.5850000000000001,0.68,0.5,0.009999999999999933,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5162500000000001,0.96,0.07,0.044880952380952424,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4025,0.96,-0.09,0.05695804195804196,11.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train
