site_id,month,date,latitude,longitude,distance_to_shore_km,exposure,turbidity,cyclone_frequency,depth_mean_m,observed_same_month_hotspot_like,observed_same_month_dhw_like,observed_percent_bleaching,label_quality_score,source_count,has_conflict_history,has_derived_label_input,observed_record_count,observed_rows_in_month,observed_dates_in_month,country_name,ecoregion_name,target_bleaching_event,observed_severity_category,target_is_direct_observation,target_is_binary_derivation,target_eligible,coverage_warning,month_sin,month_cos,weekly_history_dates,hotspot_like,dhw_like,weekly_anchor_date,days_since_anchor_monday,weekly_history_weeks_available,weekly_expected_history_weeks,weekly_missing_fraction_12w,weekly_history_span_days,weekly_missing_internal_weeks,hotspot_like_lag_1w,dhw_like_lag_1w,hotspot_like_lag_2w,dhw_like_lag_2w,hotspot_like_lag_4w,dhw_like_lag_4w,hotspot_like_lag_8w,dhw_like_lag_8w,hotspot_like_mean_4w,hotspot_like_max_4w,hotspot_like_min_4w,hotspot_like_trend_4w,hotspot_like_positive_weeks_4w,dhw_like_mean_4w,dhw_like_max_4w,dhw_like_min_4w,dhw_like_trend_4w,dhw_like_positive_weeks_4w,dhw_like_alert_weeks_4w,hotspot_like_mean_8w,hotspot_like_max_8w,hotspot_like_min_8w,hotspot_like_trend_8w,hotspot_like_positive_weeks_8w,dhw_like_mean_8w,dhw_like_max_8w,dhw_like_min_8w,dhw_like_trend_8w,dhw_like_positive_weeks_8w,dhw_like_alert_weeks_8w,hotspot_like_mean_12w,hotspot_like_max_12w,hotspot_like_min_12w,hotspot_like_trend_12w,hotspot_like_positive_weeks_12w,dhw_like_mean_12w,dhw_like_max_12w,dhw_like_min_12w,dhw_like_trend_12w,dhw_like_positive_weeks_12w,dhw_like_alert_weeks_12w,weekly_feature_ready,split,reference_observed_date,future_window_end_date,future_observation_count_4w,future_positive_observation_count_4w,first_future_observation_date,first_future_positive_date,days_to_first_future_observation,days_to_first_future_positive,target_bleaching_event_next_4w,target_label_window,target_label_source,split_eligible
6723,2005-10,2005-10-10,17.618,-63.26,266.45,Sometimes,0.0344,61.03,18.5,1.22,6.0,100.0,0.87,1,False,False,1,1,1,Netherlands Antilles,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",0.98,13.29,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.47,12.29,1.87,10.62,1.66,7.1000000000000005,1.2,1.79,1.5550000000000002,1.9,0.98,-0.3160000000000003,4.0,11.265,13.29,8.86,1.496,4.0,4.0,1.5375,1.9,0.98,-0.0128571428571428,8.0,8.09875,13.29,3.15,1.5432142857142856,8.0,6.0,1.3008333333333335,1.9,0.16,0.0873776223776223,12.0,5.623333333333334,13.29,0.0,1.303986013986014,11.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
6724,2005-10,2005-10-10,17.62,-63.258,62.58,Sometimes,0.0344,61.03,18.0,1.22,6.0,100.0,0.87,1,False,False,1,1,1,Netherlands Antilles,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",0.98,13.29,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.47,12.29,1.87,10.62,1.66,7.1000000000000005,1.2,1.79,1.5550000000000002,1.9,0.98,-0.3160000000000003,4.0,11.265,13.29,8.86,1.496,4.0,4.0,1.5375,1.9,0.98,-0.0128571428571428,8.0,8.09875,13.29,3.15,1.5432142857142856,8.0,6.0,1.3008333333333335,1.9,0.16,0.0873776223776223,12.0,5.623333333333334,13.29,0.0,1.303986013986014,11.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
6725,2005-10,2005-10-10,17.624,-63.272,1422.68,Sometimes,0.0344,61.03,33.666666666666664,1.27,5.54,100.0,0.87,1,False,False,3,1,1,Netherlands Antilles,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",0.98,13.29,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.47,12.29,1.87,10.62,1.66,7.1000000000000005,1.2,1.79,1.5550000000000002,1.9,0.98,-0.3160000000000003,4.0,11.265,13.29,8.86,1.496,4.0,4.0,1.5375,1.9,0.98,-0.0128571428571428,8.0,8.09875,13.29,3.15,1.5432142857142856,8.0,6.0,1.3008333333333335,1.9,0.16,0.0873776223776223,12.0,5.623333333333334,13.29,0.0,1.303986013986014,11.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
6726,2005-10,2005-10-10,17.625,-63.27,1222.07,Sometimes,0.0308,61.03,28.5,1.27,5.54,100.0,0.87,1,False,False,1,1,1,Netherlands Antilles,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",0.98,13.29,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.47,12.29,1.87,10.62,1.66,7.1000000000000005,1.2,1.79,1.5550000000000002,1.9,0.98,-0.3160000000000003,4.0,11.265,13.29,8.86,1.496,4.0,4.0,1.5375,1.9,0.98,-0.0128571428571428,8.0,8.09875,13.29,3.15,1.5432142857142856,8.0,6.0,1.3008333333333335,1.9,0.16,0.0873776223776223,12.0,5.623333333333334,13.29,0.0,1.303986013986014,11.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
7298,2005-10,2005-10-10,9.825,123.5653,429.57,Sheltered,0.0467,55.98,3.0,-0.36,3.58,13.75,0.87,1,False,False,2,1,1,Philippines,South-east Philippines,1,moderate,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",0.15,0.0,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,-0.03,0.0,-0.26,0.0,-0.04,0.0,-0.85,0.0,-0.1,0.15,-0.26,0.146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1362499999999999,0.15,-0.42,0.0463095238095237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2208333333333333,0.15,-0.85,0.0345104895104894,1.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2005-10-12,2005-11-07,1,1,2005-10-12,2005-10-12,2,2,1,next_4w,future_direct_observation,True
7929,2005-10,2005-10-10,-27.5206,32.6881,1378.19,Exposed,0.0461,37.65,16.0,-2.3,0.0,0.5,0.87,1,False,False,2,1,1,South Africa,Eastern coast South Africa,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",-4.61,0.0,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,-4.8500000000000005,0.0,-4.2,0.0,-4.38,0.0,-3.97,0.0,-4.5475,-4.2,-4.8500000000000005,-0.0890000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.66,-4.2,-5.22,0.0535714285714281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.679166666666667,-3.97,-5.3100000000000005,0.0263986013986013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
7930,2005-10,2005-10-10,-27.52,32.6858,1107.69,Exposed,0.0461,37.65,10.3,-2.3,0.0,0.25,0.87,1,False,False,2,1,1,South Africa,Eastern coast South Africa,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",-4.61,0.0,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,-4.8500000000000005,0.0,-4.2,0.0,-4.38,0.0,-3.97,0.0,-4.5475,-4.2,-4.8500000000000005,-0.0890000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.66,-4.2,-5.22,0.0535714285714281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.679166666666667,-3.97,-5.3100000000000005,0.0263986013986013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2005-10-16,2005-11-07,1,1,2005-10-16,2005-10-16,6,6,1,next_4w,future_direct_observation,True
7931,2005-10,2005-10-10,-27.5197,32.6897,1524.51,Exposed,0.0461,37.65,14.5,-2.3,0.0,0.25,0.87,1,False,False,2,1,1,South Africa,Eastern coast South Africa,1,mild,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",-4.61,0.0,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,-4.8500000000000005,0.0,-4.2,0.0,-4.38,0.0,-3.97,0.0,-4.5475,-4.2,-4.8500000000000005,-0.0890000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.66,-4.2,-5.22,0.0535714285714281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.679166666666667,-3.97,-5.3100000000000005,0.0263986013986013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8368,2005-10,2005-10-10,11.228,-60.774,188.53,Exposed,0.0842,74.88,12.0,0.37,1.14,26.3,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,moderate,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8369,2005-10,2005-10-10,11.227,-60.774,74.63,Exposed,0.0842,74.88,9.5,0.37,1.14,63.65,0.77,1,True,False,2,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8370,2005-10,2005-10-10,11.227,-60.773,91.35,Exposed,0.0842,74.88,9.5,0.37,1.14,59.75,0.77,1,True,False,2,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8371,2005-10,2005-10-10,11.222,-60.784,309.43,Exposed,0.0842,74.88,8.666666666666666,0.3699999999999999,1.14,65.03333333333335,0.77,1,True,False,3,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8372,2005-10,2005-10-10,11.18,-60.877,4138.75,Exposed,0.1169,51.32,5.0,0.66,1.24,80.0,0.87,1,False,False,2,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.05,11.35,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.46,9.91,1.53,8.55,1.07,5.64,1.1,1.73,1.4025,1.57,1.05,-0.1630000000000003,4.0,9.175,11.35,6.890000000000001,1.4739999999999986,4.0,4.0,1.345,1.72,1.05,-0.0126190476190475,8.0,6.60375,11.35,2.0,1.3020238095238093,8.0,6.0,1.1224999999999998,1.72,-0.26,0.0854195804195804,11.0,4.714166666666666,11.35,0.67,1.0277972027972024,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8377,2005-10,2005-10-10,11.199,-60.8,244.6,Exposed,0.0928,74.88,12.0,-0.76,4.25,56.7,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.1,10.78,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.4,9.32,1.52,8.01,1.07,5.12,1.05,1.51,1.415,1.64,1.1,-0.1740000000000003,4.0,8.615,10.78,6.3500000000000005,1.4599999999999984,4.0,4.0,1.3325,1.68,1.04,-0.0019047619047617,8.0,6.1537500000000005,10.78,1.79,1.2465476190476188,8.0,6.0,1.0933333333333333,1.68,-0.33,0.0943356643356643,11.0,4.383333333333334,10.78,0.62,0.9697202797202792,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8378,2005-10,2005-10-10,11.247,-60.751,251.26,Exposed,0.0842,74.88,12.0,0.37,1.14,62.8,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8379,2005-10,2005-10-10,11.198,-60.8,198.31,Exposed,0.0928,74.88,7.0,-0.76,4.25,63.2,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.1,10.78,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.4,9.32,1.52,8.01,1.07,5.12,1.05,1.51,1.415,1.64,1.1,-0.1740000000000003,4.0,8.615,10.78,6.3500000000000005,1.4599999999999984,4.0,4.0,1.3325,1.68,1.04,-0.0019047619047617,8.0,6.1537500000000005,10.78,1.79,1.2465476190476188,8.0,6.0,1.0933333333333333,1.68,-0.33,0.0943356643356643,11.0,4.383333333333334,10.78,0.62,0.9697202797202792,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8380,2005-10,2005-10-10,11.247,-60.75,219.97,Exposed,0.0977,74.88,7.0,0.37,1.14,66.7,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8381,2005-10,2005-10-10,11.2,-60.8,304.69,Exposed,0.0928,74.88,12.0,-0.76,4.25,85.7,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.1,10.78,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.4,9.32,1.52,8.01,1.07,5.12,1.05,1.51,1.415,1.64,1.1,-0.1740000000000003,4.0,8.615,10.78,6.3500000000000005,1.4599999999999984,4.0,4.0,1.3325,1.68,1.04,-0.0019047619047617,8.0,6.1537500000000005,10.78,1.79,1.2465476190476188,8.0,6.0,1.0933333333333333,1.68,-0.33,0.0943356643356643,11.0,4.383333333333334,10.78,0.62,0.9697202797202792,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8382,2005-10,2005-10-10,11.282,-60.698,97.93,Sheltered,0.0812,67.75,9.5,1.58,4.98,93.35,0.77,1,True,False,2,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.1,10.6,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.37,9.09,1.49,7.79,1.06,4.86,1.03,0.84,1.4175,1.71,1.1,-0.195,4.0,8.4025,10.6,6.13,1.4709999999999988,4.0,4.0,1.31625,1.71,1.06,0.0084523809523809,8.0,5.945,10.6,1.69,1.2402380952380951,8.0,6.0,1.0575,1.71,-0.36,0.1040909090909091,11.0,4.033333333333333,10.6,0.0,1.0147552447552444,9.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8383,2005-10,2005-10-10,11.223,-60.784,341.6,Exposed,0.0842,74.88,12.0,0.37,1.14,88.9,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.12,10.95,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.39,9.45,1.5,8.13,1.08,5.23,1.04,1.16,1.41,1.63,1.12,-0.1640000000000001,4.0,8.752500000000001,10.95,6.48,1.4729999999999992,4.0,4.0,1.3337500000000002,1.7,1.08,-0.0010714285714284,8.0,6.2225,10.95,1.76,1.2795238095238093,8.0,6.0,1.0841666666666667,1.7,-0.32,0.0979370629370629,11.0,4.322500000000001,10.95,0.31,1.0224825174825174,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8384,2005-10,2005-10-10,11.284,-60.699,59.03,Sheltered,0.0812,67.75,9.5,1.58,4.98,96.45,0.77,1,True,False,2,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.1,10.6,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.37,9.09,1.49,7.79,1.06,4.86,1.03,0.84,1.4175,1.71,1.1,-0.195,4.0,8.4025,10.6,6.13,1.4709999999999988,4.0,4.0,1.31625,1.71,1.06,0.0084523809523809,8.0,5.945,10.6,1.69,1.2402380952380951,8.0,6.0,1.0575,1.71,-0.36,0.1040909090909091,11.0,4.033333333333333,10.6,0.0,1.0147552447552444,9.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
8385,2005-10,2005-10-10,11.199,-60.799,139.56,Exposed,0.0928,74.88,7.0,-0.76,4.25,100.0,0.87,1,False,False,1,1,1,Trinidad and Tobago,Hispaniola Puerto Rico and Lesser Antilles,1,severe,True,False,True,Future label is positive because a direct survey in the next 4 weeks reported bleaching.,-1.0,-1.8369701987210297e-16,"['2005-07-25', '2005-08-01', '2005-08-08', '2005-08-15', '2005-08-22', '2005-08-29', '2005-09-05', '2005-09-12', '2005-09-19', '2005-09-26', '2005-10-03', '2005-10-10']",1.1,10.78,2005-10-10,0,12.0,12.0,0.0,77.0,0.0,1.4,9.32,1.52,8.01,1.07,5.12,1.05,1.51,1.415,1.64,1.1,-0.1740000000000003,4.0,8.615,10.78,6.3500000000000005,1.4599999999999984,4.0,4.0,1.3325,1.68,1.04,-0.0019047619047617,8.0,6.1537500000000005,10.78,1.79,1.2465476190476188,8.0,6.0,1.0933333333333333,1.68,-0.33,0.0943356643356643,11.0,4.383333333333334,10.78,0.62,0.9697202797202792,12.0,6.0,True,train,2005-10-15,2005-11-07,1,1,2005-10-15,2005-10-15,5,5,1,next_4w,future_direct_observation,True
