site_id,date,sample_row_count,unique_percent_bleaching_values,observed_percent_bleaching_min,observed_percent_bleaching_max,label_is_comment_derived,provenance_sources,provenance_sample_ids
2696,2005-10-15,2,2,80.7,96.0,False,"[""Donner""]","[""10324506"", ""10324507""]"
2696,2005-11-15,2,2,93.0,98.0,False,"[""Donner""]","[""10324509"", ""10324510""]"
2696,2006-10-15,2,2,5.5,32.0,True,"[""Donner""]","[""10324504"", ""10324505""]"
2710,2005-11-15,2,2,66.8,87.8,False,"[""Donner""]","[""10324523"", ""10324524""]"
2710,2006-11-15,2,2,21.0,39.0,False,"[""Donner""]","[""10324521"", ""10324522""]"
2719,2004-07-24,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10319076"", ""10319077""]"
2741,2004-08-15,2,2,1.06,1.12,False,"[""Donner""]","[""10324549"", ""10324550""]"
2838,2004-11-15,4,2,0.0,6.25,False,"[""Reef_Check""]","[""10313059"", ""10313060""]"
2840,2004-11-23,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10313062"", ""10313063""]"
2879,2014-03-21,4,2,0.0,8.75,False,"[""Reef_Check""]","[""10317344"", ""10317350""]"
2959,2018-07-20,4,2,0.75,1.25,False,"[""Reef_Check""]","[""10317452"", ""10317453""]"
2974,2004-09-14,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10317318"", ""10317319""]"
2974,2012-09-13,4,2,10.5,10.75,False,"[""Reef_Check""]","[""10317314"", ""10317315""]"
2976,2012-09-14,4,2,0.0,7.25,False,"[""Reef_Check""]","[""10317292"", ""10317294""]"
2990,2014-12-02,4,2,1.25,1.5,False,"[""Reef_Check""]","[""10316932"", ""10316933""]"
3011,2014-03-17,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10317031"", ""10317032""]"
3015,2016-09-02,4,2,0.0,6.0,False,"[""Reef_Check""]","[""10317047"", ""10317055""]"
3019,2004-11-22,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10317182"", ""10317183""]"
3086,2000-04-15,2,2,60.0,65.0,False,"[""Donner""]","[""10324632"", ""10324633""]"
3102,2004-06-22,4,2,2.5,3.75,False,"[""Reef_Check""]","[""10316251"", ""10316253""]"
3102,2008-01-08,4,2,25.0,80.0,False,"[""Reef_Check""]","[""10316254"", ""10316255""]"
3141,2006-02-27,4,2,1.0,5.0,False,"[""Reef_Check""]","[""10316416"", ""10316417""]"
3180,2000-04-15,2,2,20.0,24.0,False,"[""Donner""]","[""10324666"", ""10324667""]"
3229,2000-06-15,2,2,60.0,75.0,True,"[""Donner""]","[""10324720"", ""10324721""]"
3230,2000-06-15,2,2,60.0,75.0,True,"[""Donner""]","[""10324722"", ""10324723""]"
3239,2004-07-14,6,3,0.0,1.0,False,"[""Reef_Check""]","[""10316109"", ""10316333"", ""10316334""]"
3240,2007-01-24,4,2,0.0,40.0,False,"[""Reef_Check""]","[""10316113"", ""10316114""]"
3259,2004-10-15,4,2,0.0,10.0,False,"[""Reef_Check""]","[""10321860"", ""10321861""]"
3261,2018-01-12,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10316026"", ""10316027""]"
3269,2004-09-03,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10316009"", ""10316107""]"
3282,2004-09-10,4,2,0.0,7.5,False,"[""Reef_Check""]","[""10321528"", ""10321529""]"
3310,2004-12-01,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10315990"", ""10315991""]"
3311,2004-11-29,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10315993"", ""10315994""]"
3351,2005-09-08,4,2,6.25,43.75,False,"[""Reef_Check""]","[""10316406"", ""10316407""]"
3355,2013-02-18,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10316484"", ""10316488""]"
3355,2019-03-18,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10316485"", ""10316486""]"
3472,2005-07-26,4,2,0.5,0.75,False,"[""Reef_Check""]","[""10313554"", ""10313556""]"
3592,2003-05-05,4,2,2.0,3.0,False,"[""Reef_Check""]","[""10314670"", ""10314672""]"
3594,2006-03-25,4,2,10.0,15.0,False,"[""Reef_Check""]","[""10314701"", ""10314709""]"
3594,2007-03-30,4,2,20.0,35.0,False,"[""Reef_Check""]","[""10314698"", ""10314702""]"
3594,2009-03-27,4,2,10.0,13.75,False,"[""Reef_Check""]","[""10314705"", ""10314706""]"
3594,2015-04-18,4,2,2.5,5.0,False,"[""Reef_Check""]","[""10314684"", ""10314685""]"
3594,2015-10-16,4,2,2.5,5.0,False,"[""Reef_Check""]","[""10314677"", ""10314686""]"
3594,2016-04-03,4,2,1.25,2.5,False,"[""Reef_Check""]","[""10314687"", ""10314688""]"
3594,2016-09-25,4,2,0.0,2.5,False,"[""Reef_Check""]","[""10314689"", ""10314690""]"
3594,2019-05-06,4,2,10.0,20.0,False,"[""Reef_Check""]","[""10314673"", ""10314674""]"
3607,2005-07-19,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10313580"", ""10313581""]"
3683,2003-09-16,4,2,0.25,1.0,False,"[""Reef_Check""]","[""10319458"", ""10319459""]"
3685,2003-09-19,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10319463"", ""10319464""]"
3713,2006-03-17,4,2,0.25,8.0,False,"[""Reef_Check""]","[""10320708"", ""10320709""]"
3713,2007-04-09,4,2,1.0,4.25,False,"[""Reef_Check""]","[""10320721"", ""10320725""]"
3713,2008-03-24,4,2,0.25,1.0,False,"[""Reef_Check""]","[""10320722"", ""10320723""]"
3713,2009-03-23,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10320706"", ""10320710""]"
3713,2011-03-28,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320716"", ""10320718""]"
3714,2006-03-15,4,2,0.12,0.25,False,"[""Reef_Check""]","[""10320684"", ""10320703""]"
3714,2007-04-10,4,2,0.75,2.0,False,"[""Reef_Check""]","[""10320682"", ""10320700""]"
3714,2008-03-23,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320698"", ""10320699""]"
3714,2008-04-07,4,2,3.5,9.25,False,"[""Reef_Check""]","[""10320696"", ""10320697""]"
3714,2009-03-21,4,2,2.5,35.25,False,"[""Reef_Check""]","[""10320692"", ""10320702""]"
3714,2011-03-23,4,2,0.0,5.0,False,"[""Reef_Check""]","[""10320690"", ""10320691""]"
3714,2011-03-26,4,2,0.0,23.75,False,"[""Reef_Check""]","[""10320688"", ""10320689""]"
3718,2006-04-04,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320625"", ""10320640""]"
3718,2007-03-24,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320639"", ""10320643""]"
3718,2007-04-05,4,2,2.0,3.25,False,"[""Reef_Check""]","[""10320637"", ""10320638""]"
3718,2009-03-11,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10320632"", ""10320633""]"
3718,2009-03-19,4,2,0.0,0.02,False,"[""Reef_Check""]","[""10320630"", ""10320631""]"
3718,2011-03-28,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320628"", ""10320629""]"
3718,2011-03-29,4,2,0.0,10.0,False,"[""Reef_Check""]","[""10320626"", ""10320627""]"
3725,2006-03-29,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320673"", ""10320674""]"
3726,2006-03-16,4,2,0.0,0.12,False,"[""Reef_Check""]","[""10320573"", ""10320574""]"
3726,2007-03-27,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320560"", ""10320570""]"
3726,2007-04-11,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320568"", ""10320577""]"
3726,2008-03-23,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320565"", ""10320566""]"
3727,2006-03-18,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10320669"", ""10320670""]"
3728,2006-03-20,4,2,10.0,13.75,False,"[""Reef_Check""]","[""10320677"", ""10320678""]"
3728,2006-04-01,4,2,0.25,15.0,False,"[""Reef_Check""]","[""10320675"", ""10320676""]"
3729,2006-04-05,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320660"", ""10320661""]"
3729,2009-03-18,4,2,0.25,10.0,False,"[""Reef_Check""]","[""10320585"", ""10320587""]"
3730,2006-04-05,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320658"", ""10320659""]"
3733,2006-01-09,4,2,2.5,4.25,False,"[""Reef_Check""]","[""10320654"", ""10320655""]"
3734,2006-04-03,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320656"", ""10320657""]"
3735,2009-03-23,4,2,0.0,3.25,False,"[""Reef_Check""]","[""10320602"", ""10320605""]"
3735,2009-03-24,4,2,1.25,35.0,False,"[""Reef_Check""]","[""10320603"", ""10320604""]"
3736,2006-01-10,4,2,2.75,5.0,False,"[""Reef_Check""]","[""10320664"", ""10320665""]"
3737,2009-03-12,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10320622"", ""10320623""]"
3737,2009-03-19,4,2,3.75,30.75,False,"[""Reef_Check""]","[""10320620"", ""10320621""]"
3738,2009-03-19,4,2,0.12,56.25,False,"[""Reef_Check""]","[""10320646"", ""10320649""]"
3738,2011-03-29,4,2,0.0,12.5,False,"[""Reef_Check""]","[""10320645"", ""10320647""]"
3739,2006-03-21,3,2,0.0,1.0,False,"[""Reef_Check""]","[""10320618"", ""10320619""]"
3740,2006-04-01,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320579"", ""10320582""]"
3740,2007-03-28,4,2,0.0,0.75,False,"[""Reef_Check""]","[""10320583"", ""10320584""]"
3741,2006-03-22,4,2,0.25,1.25,False,"[""Reef_Check""]","[""10320615"", ""10320616""]"
3741,2007-04-07,4,2,3.25,7.5,False,"[""Reef_Check""]","[""10320606"", ""10320610""]"
3741,2009-03-11,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10320607"", ""10320608""]"
3743,2007-04-04,4,2,3.75,4.25,False,"[""Reef_Check""]","[""10320597"", ""10320598""]"
3753,2006-02-24,4,2,0.0,0.75,False,"[""Reef_Check""]","[""10320785"", ""10320786""]"
3756,2006-02-24,4,2,0.0,30.25,False,"[""Reef_Check""]","[""10320771"", ""10320772""]"
3759,2006-02-22,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10320767"", ""10320768""]"
3760,2006-07-20,4,2,2.0,10.0,False,"[""Reef_Check""]","[""10320800"", ""10320801""]"
3778,2003-12-19,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320747"", ""10320748""]"
3782,2003-09-05,4,2,0.0,2.5,False,"[""Reef_Check""]","[""10320739"", ""10320740""]"
3814,2010-05-15,8,8,64.0,85.0,False,"[""Donner""]","[""10324860"", ""10324861"", ""10324864"", ""10324865"", ""10324866"", ""10324867"", ""10324869"", ""10324870""]"
3870,2014-04-25,4,2,5.0,7.5,False,"[""Reef_Check""]","[""10311552"", ""10311553""]"
3877,2016-06-29,4,2,42.5,70.0,False,"[""Reef_Check""]","[""10310447"", ""10310448""]"
3877,2017-05-23,6,2,5.0,42.5,False,"[""Reef_Check""]","[""10310444"", ""10310445"", ""10310446""]"
3877,2019-11-21,4,2,0.0,17.5,False,"[""Reef_Check""]","[""10310433"", ""10310438""]"
3877,2020-03-17,4,2,0.0,5.0,False,"[""Reef_Check""]","[""10310436"", ""10310437""]"
3886,2015-11-17,4,2,1.75,7.0,False,"[""Reef_Check""]","[""10310409"", ""10310410""]"
3886,2016-06-27,4,2,57.5,75.0,False,"[""Reef_Check""]","[""10310413"", ""10310414""]"
3886,2017-03-11,4,2,1.0,12.5,False,"[""Reef_Check""]","[""10310387"", ""10310388""]"
3886,2018-03-17,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10310395"", ""10310401""]"
3886,2018-09-14,4,2,5.0,20.0,False,"[""Reef_Check""]","[""10310396"", ""10310398""]"
3886,2020-02-08,4,2,15.0,20.0,False,"[""Reef_Check""]","[""10310373"", ""10310383""]"
3886,2020-03-14,4,2,5.0,10.0,False,"[""Reef_Check""]","[""10310374"", ""10310375""]"
3946,2008-11-02,4,2,1.75,5.25,False,"[""Reef_Check""]","[""10309445"", ""10309446""]"
3948,2009-11-15,4,2,0.0,0.08,False,"[""Reef_Check""]","[""10309438"", ""10309439""]"
3971,2009-11-16,4,2,0.0,0.02,False,"[""Reef_Check""]","[""10309448"", ""10309455""]"
4,2009-06-13,4,2,5.25,8.5,False,"[""Reef_Check""]","[""10313985"", ""10313987""]"
4,2014-08-23,4,2,0.75,1.0,False,"[""Reef_Check""]","[""10313981"", ""10313989""]"
4,2016-04-09,4,2,4.5,8.25,False,"[""Reef_Check""]","[""10313986"", ""10313990""]"
4,2017-06-09,4,2,2.0,2.25,False,"[""Reef_Check""]","[""10313982"", ""10313991""]"
4017,2004-09-08,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10312559"", ""10312561""]"
4033,2004-09-07,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10312327"", ""10312328""]"
4082,2016-02-09,4,2,0.12,2.25,False,"[""Reef_Check""]","[""10313315"", ""10313316""]"
4083,2015-05-03,4,2,1.75,4.75,False,"[""Reef_Check""]","[""10313244"", ""10313245""]"
4083,2016-03-12,4,2,5.0,13.5,False,"[""Reef_Check""]","[""10313249"", ""10313250""]"
4083,2017-11-29,4,2,0.0,3.0,False,"[""Reef_Check""]","[""10313248"", ""10313251""]"
4083,2018-05-09,4,2,1.75,4.25,False,"[""Reef_Check""]","[""10313242"", ""10313247""]"
4083,2019-04-07,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10313238"", ""10313241""]"
4119,2003-09-17,4,2,0.0,1.75,False,"[""Reef_Check""]","[""10311558"", ""10311560""]"
4119,2006-04-16,4,2,0.25,1.5,False,"[""Reef_Check""]","[""10311556"", ""10311561""]"
4127,2003-10-13,4,2,1.25,2.0,False,"[""Reef_Check""]","[""10311622"", ""10311623""]"
4128,2003-10-07,4,2,1.0,1.25,False,"[""Reef_Check""]","[""10311490"", ""10311491""]"
4129,2003-10-08,4,2,0.25,2.0,False,"[""Reef_Check""]","[""10311608"", ""10311609""]"
4130,2003-10-07,4,2,0.0,2.5,False,"[""Reef_Check""]","[""10311498"", ""10311499""]"
4131,2003-10-09,4,2,2.25,3.75,False,"[""Reef_Check""]","[""10311485"", ""10311486""]"
4203,2014-04-25,4,2,0.0,5.0,False,"[""Reef_Check""]","[""10311536"", ""10311537""]"
4211,2014-04-25,4,2,1.75,10.0,False,"[""Reef_Check""]","[""10311550"", ""10311551""]"
4213,2015-02-11,6,3,5.0,25.0,False,"[""Reef_Check""]","[""10310238"", ""10310241"", ""10310243""]"
4213,2016-04-20,4,2,67.5,87.5,False,"[""Reef_Check""]","[""10310237"", ""10310239""]"
4214,2013-09-02,4,2,1.25,3.75,False,"[""Reef_Check""]","[""10310532"", ""10310533""]"
4215,2017-05-20,4,2,0.0,12.5,False,"[""Reef_Check""]","[""10310258"", ""10310259""]"
4216,2015-11-18,4,2,0.0,13.75,False,"[""Reef_Check""]","[""10310277"", ""10310280""]"
4216,2016-04-19,4,2,0.0,80.0,False,"[""Reef_Check""]","[""10310276"", ""10310279""]"
4216,2017-05-24,4,2,3.0,5.0,False,"[""Reef_Check""]","[""10310272"", ""10310281""]"
4218,2016-10-08,4,2,0.0,11.25,False,"[""Reef_Check""]","[""10310231"", ""10310232""]"
4254,2005-08-01,4,2,1.0,7.5,False,"[""Reef_Check""]","[""10312551"", ""10312552""]"
4255,2005-08-31,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10312643"", ""10312644""]"
4256,2005-09-01,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10312539"", ""10312540""]"
4266,2005-08-31,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10312370"", ""10312371""]"
4278,2005-08-31,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10312309"", ""10312310""]"
4282,2003-07-16,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10312424"", ""10312425""]"
4288,2003-08-07,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10312271"", ""10312272""]"
4298,2008-11-08,4,2,0.0,3.75,False,"[""Reef_Check""]","[""10311425"", ""10311426""]"
4300,2008-11-07,4,2,0.0,0.75,False,"[""Reef_Check""]","[""10311437"", ""10311438""]"
4301,2008-11-07,4,2,4.0,5.0,False,"[""Reef_Check""]","[""10311431"", ""10311432""]"
4302,2016-04-30,4,2,3.75,6.75,False,"[""Reef_Check""]","[""10313206"", ""10313209""]"
4303,2018-11-24,4,2,0.0,2.25,False,"[""Reef_Check""]","[""10313364"", ""10313365""]"
4305,2016-03-26,4,2,11.75,18.0,False,"[""Reef_Check""]","[""10313222"", ""10313223""]"
4309,2016-03-19,4,2,2.25,25.0,False,"[""Reef_Check""]","[""10313301"", ""10313308""]"
4309,2018-03-13,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10313309"", ""10313310""]"
4312,2015-10-17,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10313285"", ""10313286""]"
4312,2019-04-07,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10313274"", ""10313276""]"
4321,2010-07-28,4,2,3.25,10.25,False,"[""Reef_Check""]","[""10313427"", ""10313428""]"
4322,2010-07-23,4,2,3.25,6.0,False,"[""Reef_Check""]","[""10313431"", ""10313432""]"
4332,2003-03-06,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10311544"", ""10311547""]"
4333,2008-05-04,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10311571"", ""10311572""]"
4335,2007-07-16,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10311542"", ""10311543""]"
4336,2007-07-15,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10311538"", ""10311539""]"
4338,2007-07-17,4,2,1.0,1.5,False,"[""Reef_Check""]","[""10311590"", ""10311591""]"
4350,2013-10-10,4,2,0.44,0.5,False,"[""Reef_Check""]","[""10313139"", ""10313140""]"
4350,2016-10-14,4,2,1.5,7.5,False,"[""Reef_Check""]","[""10313129"", ""10313135""]"
4350,2019-10-08,4,2,0.0,5.0,False,"[""Reef_Check""]","[""10313127"", ""10313128""]"
4351,2013-10-10,4,2,1.0,2.5,False,"[""Reef_Check""]","[""10313110"", ""10313111""]"
4351,2019-10-08,4,2,0.0,3.5,False,"[""Reef_Check""]","[""10313100"", ""10313101""]"
4353,2013-10-09,4,2,1.5,2.5,False,"[""Reef_Check""]","[""10313027"", ""10313028""]"
4353,2017-11-01,4,2,0.0,2.0,False,"[""Reef_Check""]","[""10313022"", ""10313023""]"
4353,2018-10-31,4,2,0.0,16.5,False,"[""Reef_Check""]","[""10313020"", ""10313021""]"
4353,2019-10-07,4,2,0.0,8.25,False,"[""Reef_Check""]","[""10313017"", ""10313018""]"
4354,2011-09-07,4,2,0.0,2.75,False,"[""Reef_Check""]","[""10313045"", ""10313046""]"
4354,2013-10-09,4,2,0.0,1.83,False,"[""Reef_Check""]","[""10313035"", ""10313044""]"
4354,2014-10-29,4,2,0.0,0.05,False,"[""Reef_Check""]","[""10313043"", ""10313048""]"
4354,2016-10-13,4,2,3.25,10.5,False,"[""Reef_Check""]","[""10313039"", ""10313040""]"
4354,2018-10-31,4,2,1.0,7.5,False,"[""Reef_Check""]","[""10313036"", ""10313047""]"
4354,2019-10-07,4,2,0.0,8.0,False,"[""Reef_Check""]","[""10313033"", ""10313034""]"
4355,2013-10-08,4,2,0.88,23.38,False,"[""Reef_Check""]","[""10313078"", ""10313088""]"
4355,2016-10-12,4,2,0.0,1.5,False,"[""Reef_Check""]","[""10313082"", ""10313083""]"
4372,2016-05-09,4,2,1.0,4.75,False,"[""Reef_Check""]","[""10313234"", ""10313235""]"
4372,2018-04-29,4,2,0.0,3.25,False,"[""Reef_Check""]","[""10313236"", ""10313237""]"
4395,2003-07-11,4,2,1.0,2.25,False,"[""Reef_Check""]","[""10321490"", ""10321491""]"
4396,2004-08-14,4,2,1.0,2.0,False,"[""Reef_Check""]","[""10318021"", ""10318022""]"
4410,2005-11-08,4,2,82.5,87.5,False,"[""Reef_Check""]","[""10319967"", ""10319968""]"
4410,2006-02-23,4,2,47.5,60.0,False,"[""Reef_Check""]","[""10319969"", ""10319970""]"
4410,2008-04-16,4,2,2.75,4.25,False,"[""Reef_Check""]","[""10319972"", ""10319982""]"
4410,2010-07-14,4,2,1.0,2.5,False,"[""Reef_Check""]","[""10319976"", ""10319977""]"
4413,2007-10-21,4,2,0.0,2.25,False,"[""Reef_Check""]","[""10320205"", ""10320211""]"
4413,2008-09-13,4,2,0.0,3.75,False,"[""Reef_Check""]","[""10320202"", ""10320204""]"
4413,2009-09-26,4,2,25.0,33.75,False,"[""Reef_Check""]","[""10320206"", ""10320212""]"
4415,2006-09-24,4,2,0.5,3.0,False,"[""Reef_Check""]","[""10320290"", ""10320291""]"
4415,2007-10-21,4,2,3.25,4.5,False,"[""Reef_Check""]","[""10320292"", ""10320293""]"
4415,2009-09-26,4,2,5.0,7.5,False,"[""Reef_Check""]","[""10320294"", ""10320302""]"
4417,2009-09-26,4,2,1.25,22.5,False,"[""Reef_Check""]","[""10320281"", ""10320286""]"
4417,2010-11-13,4,2,4.5,11.25,False,"[""Reef_Check""]","[""10320279"", ""10320285""]"
4419,2003-09-06,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320257"", ""10320258""]"
4419,2006-09-23,4,2,3.25,5.0,False,"[""Reef_Check""]","[""10320253"", ""10320256""]"
4419,2007-10-20,4,2,0.0,3.75,False,"[""Reef_Check""]","[""10320255"", ""10320260""]"
4423,2005-08-27,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10320230"", ""10320231""]"
4423,2006-09-23,4,2,4.25,10.75,False,"[""Reef_Check""]","[""10320232"", ""10320233""]"
4423,2007-10-20,4,2,3.0,3.5,False,"[""Reef_Check""]","[""10320234"", ""10320247""]"
4423,2009-09-27,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10320237"", ""10320238""]"
4423,2011-09-10,4,2,0.0,5.0,False,"[""Reef_Check""]","[""10320240"", ""10320241""]"
4434,2005-12-05,4,2,45.0,55.0,False,"[""Reef_Check""]","[""10320066"", ""10320067""]"
4434,2007-10-06,4,2,1.5,6.75,False,"[""Reef_Check""]","[""10320055"", ""10320056""]"
4434,2008-10-04,4,2,0.5,3.25,False,"[""Reef_Check""]","[""10320051"", ""10320059""]"
4434,2011-09-24,4,2,3.75,10.0,False,"[""Reef_Check""]","[""10320054"", ""10320063""]"
45,2015-10-02,4,2,12.5,35.0,False,"[""Reef_Check""]","[""10314084"", ""10314085""]"
4519,2005-11-15,2,2,82.5,87.5,False,"[""Donner""]","[""10325039"", ""10325040""]"
4523,2005-11-15,2,2,65.0,77.5,False,"[""Donner""]","[""10325044"", ""10325045""]"
4528,2004-05-29,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10319903"", ""10319904""]"
4529,2005-02-20,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10319995"", ""10319996""]"
4530,2008-08-09,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10320038"", ""10320040""]"
4539,2006-11-08,4,2,1.5,3.25,False,"[""Reef_Check""]","[""10320109"", ""10320110""]"
4541,2008-04-17,4,2,0.25,0.75,False,"[""Reef_Check""]","[""10320025"", ""10320026""]"
4543,2010-07-13,4,2,0.5,1.5,False,"[""Reef_Check""]","[""10319950"", ""10319952""]"
4547,2005-11-17,4,2,65.0,77.5,False,"[""Reef_Check""]","[""10320029"", ""10320030""]"
4547,2006-03-10,4,2,8.75,68.75,False,"[""Reef_Check""]","[""10320027"", ""10320028""]"
4561,2003-09-06,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10320213"", ""10320214""]"
4562,2005-08-28,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10320308"", ""10320309""]"
4562,2006-09-24,4,2,5.0,6.0,False,"[""Reef_Check""]","[""10320307"", ""10320310""]"
4563,2004-10-17,4,2,0.0,1.0,False,"[""Reef_Check""]","[""10320199"", ""10320200""]"
4566,2006-01-22,4,2,0.0,10.0,False,"[""Reef_Check""]","[""10320313"", ""10320314""]"
4570,2005-11-20,6,2,55.0,60.0,False,"[""Reef_Check""]","[""10320268"", ""10320269"", ""10320270""]"
4575,2005-08-27,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10320264"", ""10320267""]"
4586,2005-12-16,4,2,13.75,20.0,False,"[""Reef_Check""]","[""10320168"", ""10320169""]"
4589,2007-10-06,4,2,3.25,4.25,False,"[""Reef_Check""]","[""10320102"", ""10320103""]"
4589,2008-10-05,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10320100"", ""10320101""]"
498,1998-03-15,2,2,65.0,76.5,False,"[""Donner""]","[""10322422"", ""10322423""]"
501,2006-03-15,4,2,68.0,94.0,False,"[""Donner""]","[""10322426"", ""10322427"", ""10322428"", ""10322429""]"
504,2006-03-15,2,2,89.0,100.0,False,"[""Donner""]","[""10322432"", ""10322433""]"
5278,2006-12-02,4,2,0.0,0.5,False,"[""Reef_Check""]","[""10321866"", ""10321867""]"
5278,2009-12-05,4,2,0.25,1.0,False,"[""Reef_Check""]","[""10321865"", ""10321868""]"
5291,2010-04-24,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10321603"", ""10321604""]"
53,2009-05-23,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10314195"", ""10314201""]"
5315,2007-08-15,4,4,45.0,92.5,False,"[""Donner""]","[""10325071"", ""10325072"", ""10325073"", ""10325074""]"
5355,2010-01-24,4,2,0.0,0.25,False,"[""Reef_Check""]","[""10321869"", ""10321870""]"
5359,2012-11-03,4,2,0.25,0.75,False,"[""Reef_Check""]","[""10313421"", ""10313422""]"
5363,2008-10-27,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10317387"", ""10317388""]"
5364,2008-10-26,4,2,0.25,1.75,False,"[""Reef_Check""]","[""10317391"", ""10317392""]"
5366,2010-02-15,2,2,2.07,2.26,True,"[""Donner""]","[""10325090"", ""10325091""]"
5371,1998-03-15,3,3,10.17,20.46,True,"[""Donner""]","[""10325098"", ""10325099"", ""10325100""]"
5371,1998-05-15,3,3,51.38,57.87,True,"[""Donner""]","[""10325106"", ""10325107"", ""10325108""]"
5371,1998-06-15,3,2,54.3,75.0,True,"[""Donner""]","[""10325109"", ""10325110"", ""10325111""]"
5371,2007-05-15,2,2,3.6,4.82,True,"[""Donner""]","[""10325103"", ""10325104""]"
5385,1998-04-15,2,2,64.15,66.95,True,"[""Donner""]","[""10325128"", ""10325129""]"
5391,2005-05-15,2,2,8.39,15.2,True,"[""Donner""]","[""10325136"", ""10325137""]"
54,2006-02-18,6,3,0.38,4.25,False,"[""Reef_Check""]","[""10313934"", ""10313937"", ""10313938""]"
5450,2006-09-01,4,2,0.25,0.5,False,"[""Reef_Check""]","[""10317871"", ""10317872""]"
5468,2007-03-15,2,2,6.51,8.59,True,"[""Donner""]","[""10325167"", ""10325168""]"
5474,2005-04-15,3,3,20.08,75.0,True,"[""Donner""]","[""10325170"", ""10325171"", ""10325172""]"
5475,2005-04-15,2,2,29.32,75.0,True,"[""Donner""]","[""10325175"", ""10325176""]"
5487,2010-05-21,4,2,2.0,3.75,False,"[""Reef_Check""]","[""10317757"", ""10317758""]"
55,2005-09-10,4,2,1.0,2.25,False,"[""Reef_Check""]","[""10313926"", ""10313928""]"
5552,2009-08-13,4,2,0.0,0.12,False,"[""Reef_Check""]","[""10308552"", ""10308554""]"
5616,2008-03-10,4,2,10.0,12.5,False,"[""Reef_Check""]","[""10311297"", ""10311298""]"
5752,2013-10-02,4,2,0.0,1.25,False,"[""Reef_Check""]","[""10310712"", ""10310713""]"
5848,2006-10-28,3,2,0.0,0.75,False,"[""Reef_Check""]","[""10308528"", ""10308529""]"
