lat,lon,baa,dhw,sst_anom,turbidity,date,bleaching_present
-4.275,-122.075,0,0.0,-2.07,0.0,1989-03-01,0
28.025,151.775,0,0.0,-8.43,0.0,1989-03-01,0
-8.025,42.175,0,0.0,-1.6600000000000001,0.0,1989-03-01,0
23.875,-75.775,0,0.0,-4.46,0.0,1989-03-01,0
-14.975,-92.175,0,0.0,-0.61,0.0,1989-03-01,0
-28.325,95.125,0,0.0,-0.68,0.0,1989-03-01,0
-15.675,110.725,1,0.0,0.1,0.0,1989-03-01,1
-28.525,175.525,1,0.0,-0.06,0.0,1989-03-01,1
24.375,-79.575,0,0.0,-4.55,0.0,1989-03-01,0
14.325,-76.475,0,0.0,-2.23,0.0,1989-03-01,0
-13.275,118.325,1,1.34,-0.86,0.0,1989-03-01,1
29.675,-175.025,0,0.0,-7.59,0.0,1989-03-01,0
14.875,124.475,0,0.0,-1.53,0.0,1989-03-01,0
16.275,90.175,0,0.0,-3.59,0.0,1989-03-01,0
-23.025,43.425,0,0.0,-1.17,0.0,1989-03-01,0
23.825,-37.075,0,0.0,-4.2,0.0,1989-03-01,0
-7.525,130.075,0,0.3,-0.65,0.0,1989-03-01,0
0.275,-25.475,2,0.63,0.53,0.0,1989-03-01,1
-15.625,-77.575,1,0.58,-0.84,0.0,1989-03-01,1
-2.875,90.225,0,0.0,-1.6300000000000001,0.0,1989-03-01,0
2.175,71.225,0,0.0,-1.29,0.0,1989-03-01,0
-23.525,-80.325,1,0.0,-0.14,0.0,1989-03-01,1
15.825,-97.725,0,0.0,-2.63,0.0,1989-03-01,0
-14.825,-5.575,1,0.0,0.75,0.0,1989-03-01,1
-15.325,-136.525,0,0.0,-0.71,0.0,1989-03-01,0
-3.525,69.325,0,0.0,-1.01,0.0,1989-03-01,0
-9.075,-119.225,0,0.0,-1.8,0.0,1989-03-01,0
22.175,-95.475,0,0.0,-5.47,0.0,1989-03-01,0
-2.325,-42.025,0,0.0,-0.02,0.0,1989-03-01,0
7.825,179.725,0,0.0,-2.16,0.0,1989-03-01,0
-24.925,-11.725,1,0.0,-0.19,0.0,1989-03-01,1
12.975,-28.675,0,0.0,-4.28,0.0,1989-03-01,0
-5.125,-155.525,0,0.0,-2.06,0.0,1989-03-01,0
23.575,-150.475,0,0.0,-2.69,0.0,1989-03-01,0
-23.575,-37.525,1,0.0,0.03,0.0,1989-03-01,1
-26.825,-81.825,2,0.86,0.3,0.0,1989-03-01,1
-10.525,10.475,0,0.0,-1.21,0.0,1989-03-01,0
-9.475,-135.125,0,0.0,-1.01,0.0,1989-03-01,0
4.325,121.175,0,0.0,-1.16,0.0,1989-03-01,0
11.675,-77.775,0,0.0,-2.0300000000000002,0.0,1989-03-01,0
-27.625,-109.675,2,2.27,1.84,0.0,1989-03-01,1
-25.175,79.225,0,0.0,-0.91,0.0,1989-03-01,0
-6.725,78.725,0,0.0,-0.47000000000000003,0.0,1989-03-01,0
-4.625,-98.875,0,0.0,-0.06,0.0,1989-03-01,0
-1.425,-126.225,0,0.0,-2.44,0.0,1989-03-01,0
20.275,-37.575,0,0.0,-3.65,0.0,1989-03-01,0
-20.975,160.575,0,0.0,-1.1300000000000001,0.0,1989-03-01,0
27.725,50.925,0,0.0,-15.38,0.0,1989-03-01,0
-0.575,126.175,0,0.0,-1.03,0.0,1989-03-01,0
-13.775,65.475,1,2.2800000000000002,0.8,0.0,1989-03-01,1
10.725,-110.825,0,0.0,-1.32,0.0,1989-03-01,0
10.075,-102.525,0,0.0,-3.27,0.0,1989-03-01,0
0.525,140.075,0,0.0,-0.81,0.0,1989-03-01,0
23.375,-159.325,0,0.0,-2.86,0.0,1989-03-01,0
24.225,-15.525,0,0.0,-4.11,0.0,1989-03-01,0
20.725,161.075,0,0.0,-4.25,0.0,1989-03-01,0
6.425,139.875,1,0.0,-0.46,0.0,1989-03-01,1
4.025,173.775,0,0.0,-1.4000000000000001,0.0,1989-03-01,0
25.275,-160.625,0,0.0,-3.81,0.0,1989-03-01,0
-18.275,82.375,1,0.0,0.41000000000000003,0.0,1989-03-01,1
29.975,-59.625,0,0.0,-6.640000000000001,0.0,1989-03-01,0
24.325,-174.075,0,0.0,-4.36,0.0,1989-03-01,0
29.775,142.075,0,0.0,-9.49,0.0,1989-03-01,0
3.075,63.975,0,0.0,-0.85,0.0,1989-03-01,0
29.125,-170.775,0,0.0,-7.09,0.0,1989-03-01,0
-25.425,-152.275,3,4.2700000000000005,2.19,0.0,1989-03-01,1
-0.075,-123.775,0,0.0,-2.69,0.0,1989-03-01,0
21.475,-134.225,0,0.0,-2.65,0.0,1989-03-01,0
-21.375,168.325,1,0.0,0.17,0.0,1989-03-01,1
5.525,177.325,0,0.0,-1.35,0.0,1989-03-01,0
0.525,176.475,0,0.0,-2.5,0.0,1989-03-01,0
16.825,139.425,0,0.0,-1.68,0.0,1989-03-01,0
3.175,-114.525,0,0.0,-1.45,0.0,1989-03-01,0
-17.475,174.675,0,1.02,-0.26,0.0,1989-03-01,0
21.325,-166.075,0,0.0,-2.71,0.0,1989-03-01,0
12.375,-155.575,0,0.0,-2.6,0.0,1989-03-01,0
11.175,149.675,0,0.0,-1.6,0.0,1989-03-01,0
-10.675,-167.875,0,0.0,-0.84,0.0,1989-03-01,0
-2.775,88.675,0,0.0,-1.51,0.0,1989-03-01,0
-18.825,154.675,0,0.9400000000000001,-0.16,0.0,1989-03-01,0
-29.525,-1.425,1,0.0,-0.04,0.0,1989-03-01,1
12.125,-68.975,0,0.0,-2.1,0.0,1989-03-01,0
19.525,-40.825,0,0.0,-3.63,0.0,1989-03-01,0
8.275,-120.625,0,0.0,-2.46,0.0,1989-03-01,0
24.075,-43.925,0,0.0,-4.32,0.0,1989-03-01,0
6.825,61.025,0,0.0,-2.09,0.0,1989-03-01,0
-4.525,132.925,0,0.0,-0.06,0.0,1989-03-01,0
-29.725,1.575,1,0.0,-0.18,0.0,1989-03-01,1
-19.425,-0.575,2,0.76,1.25,0.0,1989-03-01,1
-13.625,-79.375,0,0.19,-1.18,0.0,1989-03-01,0
-15.325,103.875,1,0.16,0.42,0.0,1989-03-01,1
-14.075,40.625,0,0.0,-1.86,0.0,1989-03-01,0
-0.275,-19.625,1,0.0,-0.01,0.0,1989-03-01,1
19.425,-113.425,0,0.0,-4.74,0.0,1989-03-01,0
-27.225,-165.175,1,0.0,-0.09,0.0,1989-03-01,1
-4.075,-145.225,0,0.0,-1.55,0.0,1989-03-01,0
6.675,164.175,1,0.0,-1.1,0.0,1989-03-01,1
-20.525,-102.375,1,1.19,0.5700000000000001,0.0,1989-03-01,1
-21.925,-148.225,1,0.73,0.33,0.0,1989-03-01,1
-19.575,-28.375,1,0.0,0.73,0.0,1989-03-01,1
12.375,-57.775,0,0.0,-2.38,0.0,1989-03-01,0
2.225,58.525,0,0.0,-1.49,0.0,1989-03-01,0
12.025,170.375,0,0.0,-1.86,0.0,1989-03-01,0
2.575,87.125,0,0.0,-0.66,0.0,1989-03-01,0
-2.825,166.775,1,0.0,0.1,0.0,1989-03-01,1
-18.325,-137.425,0,0.0,-0.34,0.0,1989-03-01,0
-16.975,70.225,1,0.5,0.14,0.0,1989-03-01,1
2.925,-50.525,0,0.0,-1.6,0.0,1989-03-01,0
-7.675,-151.875,0,0.0,-1.31,0.0,1989-03-01,0
-20.125,71.625,1,0.0,0.15,0.0,1989-03-01,1
-28.375,-116.425,2,3.5,0.9400000000000001,0.0,1989-03-01,1
1.075,81.225,0,0.0,-1.33,0.0,1989-03-01,0
-6.375,127.625,0,0.7000000000000001,-1.8,0.0,1989-03-01,0
-4.175,-172.175,0,0.0,-1.48,0.0,1989-03-01,0
-13.325,-0.375,2,0.81,1.26,0.0,1989-03-01,1
-15.825,161.475,0,0.0,-0.81,0.0,1989-03-01,0
-22.725,175.225,1,0.0,0.18,0.0,1989-03-01,1
-17.925,8.875,2,3.63,1.45,0.0,1989-03-01,1
-27.775,84.575,1,0.0,0.34,0.0,1989-03-01,1
26.125,-68.075,0,0.0,-5.0200000000000005,0.0,1989-03-01,0
3.775,54.525,0,0.0,-1.9100000000000001,0.0,1989-03-01,0
1.325,-29.375,1,0.0,-0.21,0.0,1989-03-01,1
20.375,110.575,0,0.0,-8.51,0.0,1989-03-01,0
6.625,81.775,0,0.0,-2.16,0.0,1989-03-01,0
-3.175,-13.125,0,0.0,-1.25,0.0,1989-03-01,0
23.025,177.725,0,0.0,-5.07,0.0,1989-03-01,0
-12.325,-136.825,0,0.0,-0.66,0.0,1989-03-01,0
-6.175,-141.775,0,0.0,-1.51,0.0,1989-03-01,0
-9.375,9.525,0,0.0,-0.9500000000000001,0.0,1989-03-01,0
-9.175,155.375,0,0.17,-0.79,0.0,1989-03-01,0
29.675,-67.675,0,0.0,-6.33,0.0,1989-03-01,0
-4.425,110.125,0,0.0,-1.35,0.0,1989-03-01,0
29.425,-58.825,0,0.0,-6.7700000000000005,0.0,1989-03-01,0
-14.525,100.075,1,0.0,-0.2,0.0,1989-03-01,1
19.025,39.275,0,0.0,-5.42,0.0,1989-03-01,0
7.325,-126.775,0,0.0,-2.66,0.0,1989-03-01,0
9.825,-21.825,0,0.0,-3.85,0.0,1989-03-01,0
21.525,-161.375,0,0.0,-3.12,0.0,1989-03-01,0
18.475,151.975,0,0.0,-2.79,0.0,1989-03-01,0
-0.625,97.525,0,0.0,-1.28,0.0,1989-03-01,0
29.625,-17.475,0,0.0,-5.45,0.0,1989-03-01,0
-25.425,-178.125,0,0.0,-0.64,0.0,1989-03-01,0
13.725,112.575,0,0.0,-3.61,0.0,1989-03-01,0
1.875,98.425,0,0.0,-0.48,0.0,1989-03-01,0
-12.025,68.925,0,1.84,-0.02,0.0,1989-03-01,0
27.175,-160.675,0,0.0,-5.23,0.0,1989-03-01,0
6.175,77.575,0,0.0,-1.52,0.0,1989-03-01,0
2.425,-153.725,0,0.0,-2.33,0.0,1989-03-01,0
-22.325,-161.825,1,0.0,-0.21,0.0,1989-03-01,1
-4.825,-176.275,0,0.0,-1.45,0.0,1989-03-01,0
-20.975,-90.525,0,0.0,-0.45,0.0,1989-03-01,0
-1.725,-178.575,0,0.0,-2.17,0.0,1989-03-01,0
-18.575,170.725,1,0.91,-0.08,0.0,1989-03-01,1
-0.625,79.525,0,0.0,-0.8200000000000001,0.0,1989-03-01,0
-17.775,68.475,1,1.53,0.88,0.0,1989-03-01,1
4.275,-127.675,0,0.0,-2.33,0.0,1989-03-01,0
-15.875,165.675,0,0.0,-0.15,0.0,1989-03-01,0
25.625,-64.325,0,0.0,-5.24,0.0,1989-03-01,0
-28.525,-21.075,1,0.32,-0.19,0.0,1989-03-01,1
11.425,120.825,0,0.0,-2.5,0.0,1989-03-01,0
-9.275,131.775,1,0.18,0.09,0.0,1989-03-01,1
-18.375,-122.075,1,0.0,-0.38,0.0,1989-03-01,1
-16.325,4.625,2,1.6400000000000001,1.58,0.0,1989-03-01,1
-8.925,171.825,0,0.0,-0.43,0.0,1989-03-01,0
-9.725,-82.275,1,0.0,-1.02,0.0,1989-03-01,1
28.375,-134.325,0,0.0,-3.0100000000000002,0.0,1989-03-01,0
-11.225,-28.825,1,0.0,0.66,0.0,1989-03-01,1
22.425,-35.125,0,0.0,-3.75,0.0,1989-03-01,0
-19.175,72.275,0,0.0,-0.09,0.0,1989-03-01,0
15.025,162.025,0,0.0,-2.05,0.0,1989-03-01,0
14.475,145.875,0,0.0,-1.31,0.0,1989-03-01,0
-0.425,-103.325,1,0.0,-1.49,0.0,1989-03-01,1
-7.825,-92.825,0,0.0,-0.44,0.0,1989-03-01,0
-29.875,-6.075,2,2.66,-0.1,0.0,1989-03-01,1
-28.775,45.675,0,0.0,-0.48,0.0,1989-03-01,0
28.975,132.675,0,0.0,-8.45,0.0,1989-03-01,0
-26.875,-4.425,1,0.0,0.2,0.0,1989-03-01,1
-12.975,-8.875,1,0.0,0.23,0.0,1989-03-01,1
-23.625,97.925,0,0.0,-0.76,0.0,1989-03-01,0
23.225,-175.075,0,0.0,-4.16,0.0,1989-03-01,0
23.475,171.175,0,0.0,-5.92,0.0,1989-03-01,0
-29.125,-114.575,2,3.46,0.8,0.0,1989-03-01,1
5.775,-33.725,0,0.0,-1.84,0.0,1989-03-01,0
8.125,-23.525,0,0.0,-2.2,0.0,1989-03-01,0
-28.225,-159.025,2,0.32,0.16,0.0,1989-03-01,1
22.825,-126.075,0,0.0,-3.58,0.0,1989-03-01,0
3.925,162.725,1,0.17,-0.36,0.0,1989-03-01,1
-1.875,-40.125,1,0.0,0.32,0.0,1989-03-01,1
12.125,-106.225,0,0.0,-1.58,0.0,1989-03-01,0
8.775,-147.175,0,0.0,-2.41,0.0,1989-03-01,0
-28.775,45.325,0,0.0,-0.89,0.0,1989-03-01,0
14.725,-115.125,0,0.0,-1.8900000000000001,0.0,1989-03-01,0
6.275,-154.875,0,0.0,-1.78,0.0,1989-03-01,0
-13.075,-122.275,0,0.0,-0.5,0.0,1989-03-01,0
-2.075,100.625,0,0.46,-0.75,0.0,1989-03-01,0
-19.275,-136.025,0,0.0,-0.59,0.0,1989-03-01,0
-14.725,-21.425,2,0.32,0.89,0.0,1989-03-01,1
-7.525,93.125,0,0.0,-1.69,0.0,1989-03-01,0
-27.575,168.425,1,0.0,-0.65,0.0,1989-03-01,1
23.775,-152.575,0,0.0,-3.0500000000000003,0.0,1989-03-01,0
16.975,41.775,0,0.0,-5.07,0.0,1989-03-01,0
-26.125,-74.925,1,0.0,0.16,0.0,1989-03-01,1
-29.925,-87.075,2,3.18,0.8200000000000001,0.0,1989-03-01,1
16.225,-162.825,0,0.0,-2.16,0.0,1989-03-01,0
25.475,123.025,0,0.0,-5.45,0.0,1989-03-01,0
14.325,63.525,0,0.0,-4.82,0.0,1989-03-01,0
-26.225,99.725,0,0.0,-1.51,0.0,1989-03-01,0
-21.925,80.175,0,0.0,-0.65,0.0,1989-03-01,0
19.375,68.625,0,0.0,-3.09,0.0,1989-03-01,0
12.575,68.325,0,0.0,-2.59,0.0,1989-03-01,0
-20.775,61.925,1,0.0,0.89,0.0,1989-03-01,1
-8.225,-105.575,0,0.0,-1.16,0.0,1989-03-01,0
-8.125,43.075,0,0.0,-1.37,0.0,1989-03-01,0
-5.925,64.275,0,0.0,-1.72,0.0,1989-03-01,0
1.275,-140.575,0,0.0,-2.5300000000000002,0.0,1989-03-01,0
-4.875,-98.825,0,0.0,-0.17,0.0,1989-03-01,0
-10.825,134.275,1,0.68,0.26,0.0,1989-03-01,1
-23.125,-169.725,0,0.0,-0.6,0.0,1989-03-01,0
-2.525,171.575,0,0.0,-1.51,0.0,1989-03-01,0
5.975,70.275,0,0.0,-1.3900000000000001,0.0,1989-03-01,0
-27.475,168.975,1,0.0,-0.28,0.0,1989-03-01,1
0.775,-169.625,0,0.0,-2.87,0.0,1989-03-01,0
-16.075,96.625,1,0.0,-0.98,0.0,1989-03-01,1
-3.275,-18.375,0,0.0,-1.21,0.0,1989-03-01,0
-29.425,94.425,0,0.0,-0.75,0.0,1989-03-01,0
-17.925,50.025,1,1.57,0.27,0.0,1989-03-01,1
24.525,172.575,0,0.0,-6.45,0.0,1989-03-01,0
25.625,-71.975,0,0.0,-5.36,0.0,1989-03-01,0
20.125,-64.475,0,0.0,-3.74,0.0,1989-03-01,0
-26.875,80.675,0,0.0,-0.99,0.0,1989-03-01,0
-21.525,160.975,0,0.3,-0.91,0.0,1989-03-01,0
-10.625,148.775,1,0.0,0.5,0.0,1989-03-01,1
-13.675,-111.775,0,0.0,-0.49,0.0,1989-03-01,0
-16.225,151.325,1,0.16,0.07,0.0,1989-03-01,1
16.675,56.925,0,0.0,-4.29,0.0,1989-03-01,0
-9.325,53.225,1,0.15,-0.1,0.0,1989-03-01,1
-29.725,-120.775,1,4.53,0.39,0.0,1989-03-01,1
-22.175,111.275,2,1.87,0.77,0.0,1989-03-01,1
-27.275,-144.875,2,1.76,1.03,0.0,1989-03-01,1
17.025,-79.975,0,0.0,-2.31,0.0,1989-03-01,0
16.075,144.875,0,0.16,-1.33,0.0,1989-03-01,0
-0.325,-141.775,0,0.0,-2.5,0.0,1989-03-01,0
2.775,-106.225,0,0.0,-2.77,0.0,1989-03-01,0
0.125,-174.825,0,0.0,-2.13,0.0,1989-03-01,0
-29.625,50.875,0,0.0,-0.88,0.0,1989-03-01,0
15.725,-115.075,0,0.0,-2.5,0.0,1989-03-01,0
5.125,-167.475,0,0.0,-1.78,0.0,1989-03-01,0
-15.875,81.675,0,0.0,-0.63,0.0,1989-03-01,0
-1.175,-153.275,0,0.0,-2.38,0.0,1989-03-01,0
25.225,-152.775,0,0.0,-3.25,0.0,1989-03-01,0
-7.725,117.275,0,0.0,-1.05,0.0,1989-03-01,0
4.975,-129.925,0,0.0,-2.1,0.0,1989-03-01,0
2.275,178.025,0,0.0,-1.97,0.0,1989-03-01,0
-24.575,-29.925,1,0.0,0.63,0.0,1989-03-01,1
-13.375,146.275,2,3.24,0.86,0.0,1989-03-01,1
-4.675,102.625,0,0.15,-1.0,0.0,1989-03-01,0
5.475,84.675,0,0.0,-1.8900000000000001,0.0,1989-03-01,0
-18.175,112.025,2,0.15,0.52,0.0,1989-03-01,1
24.875,-36.725,0,0.0,-4.65,0.0,1989-03-01,0
16.125,-105.925,0,0.0,-3.5500000000000003,0.0,1989-03-01,0
-18.125,156.175,0,0.3,-0.78,0.0,1989-03-01,0
-21.625,-99.475,1,1.3900000000000001,0.68,0.0,1989-03-01,1
12.575,-155.075,0,0.0,-2.65,0.0,1989-03-01,0
-8.875,110.225,0,1.16,-0.58,0.0,1989-03-01,0
-9.825,58.025,0,0.5700000000000001,-1.19,0.0,1989-03-01,0
-13.425,-32.325,1,0.0,0.47000000000000003,0.0,1989-03-01,1
-6.075,104.275,0,0.0,-0.99,0.0,1989-03-01,0
24.475,155.525,0,0.0,-7.8100000000000005,0.0,1989-03-01,0
-27.025,-118.425,2,2.8000000000000003,1.1400000000000001,0.0,1989-03-01,1
-29.875,-162.775,0,0.0,-0.01,0.0,1989-03-01,0
-25.275,111.975,2,1.3900000000000001,1.3800000000000001,0.0,1989-03-01,1
12.375,-96.175,0,0.0,-4.55,0.0,1989-03-01,0
-16.625,86.625,0,0.0,-0.04,0.0,1989-03-01,0
17.175,154.525,0,0.0,-1.99,0.0,1989-03-01,0
-29.375,-76.575,2,0.52,-0.21,0.0,1989-03-01,1
-11.125,115.475,0,0.35000000000000003,-0.89,0.0,1989-03-01,0
-2.025,178.125,0,0.0,-2.52,0.0,1989-03-01,0
19.525,88.625,0,0.0,-3.58,0.0,1989-03-01,0
-25.475,-112.025,2,0.54,1.29,0.0,1989-03-01,1
20.025,109.525,0,0.0,-9.83,0.0,1989-03-01,0
-18.175,-20.375,1,0.0,0.41000000000000003,0.0,1989-03-01,1
11.125,57.475,0,0.0,-4.37,0.0,1989-03-01,0
-14.725,-125.525,0,0.0,-0.37,0.0,1989-03-01,0
20.975,-51.125,0,0.0,-3.0,0.0,1989-03-01,0
-29.625,-122.125,1,6.98,0.14,0.0,1989-03-01,1
18.875,-55.075,0,0.0,-3.18,0.0,1989-03-01,0
-19.975,172.525,1,0.0,-0.18,0.0,1989-03-01,1
14.725,-52.625,0,0.0,-2.57,0.0,1989-03-01,0
1.625,129.125,0,0.0,-1.48,0.0,1989-03-01,0
-25.775,177.325,1,0.89,0.65,0.0,1989-03-01,1
-4.175,-34.525,0,0.0,-1.02,0.0,1989-03-01,0
-21.975,-15.225,1,0.0,0.3,0.0,1989-03-01,1
13.725,133.725,0,0.0,-0.54,0.0,1989-03-01,0
-3.025,-39.125,0,0.0,-0.23,0.0,1989-03-01,0
-24.325,-31.675,2,0.16,0.9500000000000001,0.0,1989-03-01,1
-0.575,-141.025,0,0.0,-2.4,0.0,1989-03-01,0
3.275,-137.575,0,0.0,-2.22,0.0,1989-03-01,0
-2.425,-3.375,0,0.0,-0.8300000000000001,0.0,1989-03-01,0
21.625,-64.225,0,0.0,-3.71,0.0,1989-03-01,0
-20.725,-77.425,1,0.0,-0.19,0.0,1989-03-01,1
-18.475,68.275,1,1.57,0.54,0.0,1989-03-01,1
25.925,-22.575,0,0.0,-4.6000000000000005,0.0,1989-03-01,0
16.325,174.375,0,0.0,-3.18,0.0,1989-03-01,0
7.575,-152.525,0,0.0,-2.06,0.0,1989-03-01,0
11.275,-169.625,0,0.0,-2.98,0.0,1989-03-01,0
17.525,177.375,0,0.0,-3.29,0.0,1989-03-01,0
-15.025,-2.175,2,0.34,0.9500000000000001,0.0,1989-03-01,1
15.925,-107.875,0,0.0,-2.5500000000000003,0.0,1989-03-01,0
2.275,-1.875,1,0.0,0.54,0.0,1989-03-01,1
-17.375,-86.125,0,0.0,-1.23,0.0,1989-03-01,0
24.375,-150.375,0,0.0,-2.71,0.0,1989-03-01,0
-23.525,-162.475,1,0.0,0.24,0.0,1989-03-01,1
-27.025,156.775,0,0.0,-1.75,0.0,1989-03-01,0
-13.225,-149.675,0,0.0,-0.73,0.0,1989-03-01,0
-25.675,85.275,1,0.0,0.14,0.0,1989-03-01,1
-1.825,-126.675,0,0.0,-2.47,0.0,1989-03-01,0
3.625,-136.375,0,0.0,-2.24,0.0,1989-03-01,0
22.575,38.725,0,0.0,-6.29,0.0,1989-03-01,0
-21.625,103.525,1,0.16,-0.38,0.0,1989-03-01,1
-25.325,-92.275,1,0.19,0.53,0.0,1989-03-01,1
7.775,-99.625,0,0.0,-3.77,0.0,1989-03-01,0
-4.925,-177.075,0,0.0,-1.52,0.0,1989-03-01,0
13.575,-78.275,0,0.0,-2.2800000000000002,0.0,1989-03-01,0
-25.175,102.275,0,0.0,-0.8300000000000001,0.0,1989-03-01,0
5.725,-100.775,0,0.0,-3.18,0.0,1989-03-01,0
6.525,158.875,0,0.0,-1.04,0.0,1989-03-01,0
14.475,151.825,0,0.0,-1.58,0.0,1989-03-01,0
2.825,86.225,0,0.0,-0.72,0.0,1989-03-01,0
-0.425,89.025,0,0.0,-1.29,0.0,1989-03-01,0
20.425,137.725,0,0.0,-4.01,0.0,1989-03-01,0
-17.625,-158.525,1,0.0,0.18,0.0,1989-03-01,1
10.225,-163.475,0,0.0,-2.88,0.0,1989-03-01,0
12.125,126.675,0,0.0,-1.1500000000000001,0.0,1989-03-01,0
-1.525,172.225,0,0.0,-1.83,0.0,1989-03-01,0
-13.125,102.925,1,0.0,-0.12,0.0,1989-03-01,1
5.225,-92.125,0,0.0,-1.21,0.0,1989-03-01,0
19.175,122.775,0,0.0,-3.92,0.0,1989-03-01,0
-0.825,46.475,0,0.0,-2.63,0.0,1989-03-01,0
3.575,78.525,0,0.0,-1.76,0.0,1989-03-01,0
20.925,-23.925,0,0.0,-3.8000000000000003,0.0,1989-03-01,0
20.125,-84.125,0,0.0,-3.0700000000000003,0.0,1989-03-01,0
18.875,134.275,0,0.0,-3.3200000000000003,0.0,1989-03-01,0
0.825,-172.275,0,0.0,-2.31,0.0,1989-03-01,0
16.025,-120.025,0,0.0,-3.79,0.0,1989-03-01,0
-11.925,41.425,0,0.0,-1.8900000000000001,0.0,1989-03-01,0
-21.325,-70.675,3,4.51,0.07,0.0,1989-03-01,1
-25.575,-88.825,1,0.0,0.25,0.0,1989-03-01,1
2.025,79.175,0,0.0,-1.3800000000000001,0.0,1989-03-01,0
20.375,153.775,0,0.0,-3.84,0.0,1989-03-01,0
29.825,-146.325,0,0.0,-3.37,0.0,1989-03-01,0
-23.775,-76.075,0,0.0,-0.59,0.0,1989-03-01,0
17.825,-86.425,0,0.0,-2.95,0.0,1989-03-01,0
-8.625,102.275,0,0.0,-0.88,0.0,1989-03-01,0
18.225,-46.575,0,0.0,-3.2,0.0,1989-03-01,0
21.125,177.825,0,0.0,-4.17,0.0,1989-03-01,0
-18.975,-138.025,0,0.0,-0.52,0.0,1989-03-01,0
-10.575,-150.025,0,0.0,-0.88,0.0,1989-03-01,0
-20.525,113.225,2,1.1400000000000001,1.11,0.0,1989-03-01,1
-3.225,-120.375,0,0.0,-2.7,0.0,1989-03-01,0
-5.075,-111.125,0,0.0,-1.78,0.0,1989-03-01,0
4.925,66.525,0,0.0,-1.35,0.0,1989-03-01,0
-26.625,72.925,1,1.16,-0.34,0.0,1989-03-01,1
29.475,-131.125,0,0.0,-4.16,0.0,1989-03-01,0
-7.225,97.825,0,0.17,-1.58,0.0,1989-03-01,0
24.275,-70.975,0,0.0,-4.55,0.0,1989-03-01,0
-8.275,-173.475,0,0.0,-1.44,0.0,1989-03-01,0
3.825,-26.975,0,0.0,-0.48,0.0,1989-03-01,0
-15.325,108.475,1,2.07,-0.23,0.0,1989-03-01,1
11.425,146.075,0,0.0,-1.1300000000000001,0.0,1989-03-01,0
11.725,-95.375,0,0.0,-4.23,0.0,1989-03-01,0
19.325,-119.675,0,0.0,-5.74,0.0,1989-03-01,0
-3.425,-19.625,0,0.0,-1.1400000000000001,0.0,1989-03-01,0
-3.725,9.825,0,0.0,-0.31,0.0,1989-03-01,0
-29.625,-133.625,0,3.48,-0.56,0.0,1989-03-01,0
-27.925,-160.225,1,0.0,0.06,0.0,1989-03-01,1
-3.125,163.975,0,0.0,-0.38,0.0,1989-03-01,0
14.025,-49.175,0,0.0,-2.44,0.0,1989-03-01,0
9.075,-176.225,0,0.0,-2.07,0.0,1989-03-01,0
12.375,115.225,0,0.0,-3.43,0.0,1989-03-01,0
-12.075,-7.175,1,0.0,0.44,0.0,1989-03-01,1
23.675,-168.375,0,0.0,-3.67,0.0,1989-03-01,0
18.975,112.275,0,0.0,-5.29,0.0,1989-03-01,0
24.375,167.325,0,0.0,-6.44,0.0,1989-03-01,0
-8.025,-169.875,0,0.0,-0.86,0.0,1989-03-01,0
-26.975,-36.325,1,0.79,0.63,0.0,1989-03-01,1
5.775,142.075,1,0.0,-0.62,0.0,1989-03-01,1
7.825,136.475,0,0.0,-0.48,0.0,1989-03-01,0
-26.525,-96.575,3,4.41,1.43,0.0,1989-03-01,1
14.875,127.575,0,0.0,-1.21,0.0,1989-03-01,0
-17.325,-38.475,2,0.61,1.09,0.0,1989-04-01,1
-8.975,71.675,0,0.0,-1.11,0.0,1989-04-01,0
-18.525,-125.175,1,0.0,0.3,0.0,1989-04-01,1
4.075,-22.525,0,0.0,-1.4000000000000001,0.0,1989-04-01,0
-16.175,80.725,0,0.16,-0.35000000000000003,0.0,1989-04-01,0
-8.375,-14.975,1,0.0,-0.33,0.0,1989-04-01,1
5.025,52.325,0,0.0,-1.59,0.0,1989-04-01,0
7.225,155.475,0,0.0,-0.21,0.0,1989-04-01,0
18.125,-147.225,0,0.0,-1.84,0.0,1989-04-01,0
-16.175,-33.425,1,0.18,0.35000000000000003,0.0,1989-04-01,1
-4.825,126.575,0,0.49,-0.21,0.0,1989-04-01,0
-23.175,67.725,0,0.53,-0.7000000000000001,0.0,1989-04-01,0
27.625,149.075,0,0.0,-7.83,0.0,1989-04-01,0
28.975,147.575,0,0.0,-9.75,0.0,1989-04-01,0
-26.575,-159.725,1,0.48,-0.55,0.0,1989-04-01,1
21.375,67.075,0,0.0,-2.89,0.0,1989-04-01,0
13.075,46.825,0,0.0,-3.43,0.0,1989-04-01,0
1.225,-115.475,0,0.0,-1.1500000000000001,0.0,1989-04-01,0
-0.575,-140.475,0,0.0,-1.82,0.0,1989-04-01,0
6.225,-26.425,0,0.0,-1.23,0.0,1989-04-01,0
22.275,-139.075,0,0.0,-1.49,0.0,1989-04-01,0
16.875,-109.525,0,0.0,-2.7,0.0,1989-04-01,0
4.325,-122.575,0,0.0,-1.1400000000000001,0.0,1989-04-01,0
17.275,-129.225,0,0.0,-2.61,0.0,1989-04-01,0
-14.425,42.675,1,0.0,-0.39,0.0,1989-04-01,1
-0.825,-9.075,1,0.0,0.66,0.0,1989-04-01,1
